example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,,,,"The word ""only"" in S1 implies that Bill received no other fruit besides bananas. S2 states that Bill also received grapes, which contradicts the exclusivity implied by ""only"".",,,2,POS,2,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam *only* gave Mary apples, implying he did not give apples to anyone else, while S2 claims he also gave apples to Ellen.",,,1,POS,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,A,,,,"The prosodic focus on ""only"" in S1 emphasizes exclusivity (Sam gave apples to Sue and no one else). S2 states Sam gave apples to Tom, which contradicts the exclusivity implied by ""only."" However, the focus on ""also"" in S2 suggests addition, not contradiction. But since ""only"" in S1 restricts the action to Sue, and S2 adds Tom, S2 contradicts S1. Thus, the correct classification is C.",,,2,POS,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,,,,"The prosodic focus on ""grapes"" in S1 emphasizes that grapes were the only fruit given to Bill, making S2 (about oranges) consistent with this by stating oranges were not given.",,,1,NEG,2,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,,,,"The prosodic focus on ""apples"" in S1 emphasizes that apples were the only fruit given to Bill, making S2 a logical consequence.",,,1,NEG,2,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that Sue was the only recipient of apples, making it entailed that Sam didn't give Sue bananas (as the focus implies exclusivity in the action).",,,1,NEG,2,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"The prosodic focus on ""Ellen"" in S1 emphasizes that she was the exclusive recipient, making S2 (Sam didn't give Tom oranges) a logical consequence.",,,1,NEG,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,,,,"The prosodic focus on ""Tom"" in S1 emphasizes that Tom was the only recipient, making S2 (Sam didn't give Mary apples) logically entailed, as it aligns with the exclusivity implied by ""only.""",,,1,NEG,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,A,,,,"The focus on ""only"" in S1 emphasizes exclusivity (Sam gave apples to Tom and no one else), but S2 states Sam also gave apples to Bill, which is consistent with the possibility that Tom was not the only recipient. However, ""only"" contradicts ""also"" unless ""only"" is not focused. But since ""only"" is prosodically focused in S1, it implies exclusivity, making S2 contradict that. Wait, re-evaluating: if ""only"" is focused, S1 means Sam gave apples to Tom and no one else. S2 says Sam also gave apples to Bill, which contradicts the exclusivity. So S2 contradicts S1.

C. The word ""only"" is prosodically focused in S1, meaning Sam gave apples to Tom and no one else. S2 says Sam also gave apples to Bill, which contradicts this exclusivity.",,,2,POS,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,,,,"The prosodic focus on ""Sue"" in S1 implies that Sue is the only recipient of bananas, making S2 (Sam didn't give Tom bananas) logically entailed.",,,2,NEG,1,f7,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
