example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam gave apples to Sue and only Sue, implying no one else received apples. S2 contradicts this by stating Sam also gave apples to Rob.",,,1,POS,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,,,,"The focus on ""only"" in S1 emphasizes that Bill was the sole recipient of apples, making S2 (Sam didn't give Mary apples) logically entailed.",,,2,NEG,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,,,,"The focus on ""Mary"" in S1 implies Sam gave oranges *only* to Mary, contradicting S2 which states Sam also gave oranges to Ellen.",,,1,POS,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,,,,"The prosodic focus on ""Ellen"" in S1 implies that Sam gave apples to Ellen and possibly not to others. S2 states Sam didn't give apples to Tom, which is consistent with the implication of S1 and does not contradict it. Therefore, S2 is entailed by S1.",,,2,NEG,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,,,,"S1 states Sam gave Rob bananas, with ""Rob"" focused, implying Rob was the only recipient. S2 claims Sam also gave Rob oranges, which contradicts the exclusivity implied by ""only"" in S1.",,,1,POS,2,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"The prosodic focus on ""bananas"" in S1 emphasizes that bananas were the only fruit given, making S2 (Sam didn't give Bill grapes) logically entailed, as it's consistent with the exclusive action described.",,,2,NEG,2,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes that oranges were the only fruit given, making S2 (not giving grapes) logically entailed.",,,2,NEG,2,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,,,,"The prosodic focus on ""only"" in S1 emphasizes that Mary was the sole recipient of bananas, making S2 (Sam didn't give Ellen bananas) logically entailed.",,,2,NEG,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"The prosodic focus on ""Bill"" in S1 emphasizes that Bill was the only recipient, making S2 a logical consequence.",,,1,NEG,1,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes that oranges were the only fruit given, making S2 a logical consequence.",,,2,NEG,2,f4,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
