example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"The focus on ""Rob"" in S1 emphasizes that Rob was the only recipient, making S2 (Tom not receiving oranges) logically entailed.",,,1,NEG,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that she was the only recipient of grapes, which is consistent with S2 stating Bill did not receive any.",,,1,NEG,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that she was the only recipient, making S2 a logical consequence.",,,1,NEG,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,0,A,,,,"The focus on ""bananas"" in S1 implies that Sam gave Ellen bananas and possibly other things, but S2 specifies that Sam didn't give her grapes, which is consistent with the information in S1. Therefore, S2 is entailed by S1.",,,1,NEG,2,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,0,A,,,,"The prosodic focus on ""bananas"" in S1 emphasizes that only bananas were given to Ellen, making it entailed that oranges were not given.",,,1,NEG,2,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,0,A,,,,"The focus on ""Rob"" in S1 implies that Rob was the only recipient of grapes, making it entailed that Sam didn't give Rob apples (as the focus suggests exclusivity in the action).",,,1,NEG,2,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam *only* gave apples to Bill, implying no one else received apples, while S2 claims Sam also gave apples to Ellen.",,,1,POS,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam *only* gave apples to Ellen, implying no one else received apples, while S2 claims Sam also gave apples to Sue.",,,1,POS,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam gave oranges to Ellen and only Ellen, while S2 claims Sam also gave oranges to Rob, implying Ellen wasn't the only recipient.",,,1,POS,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,,,,"S1 states that Sam gave apples only to Sue, implying no one else received apples. S2 contradicts this by stating Sam also gave apples to Bill.",,,1,POS,1,f11,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
