example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,0,C,,,,"The focus on ""Bill"" in S1 implies that Bill was the only recipient of grapes, making S2 (which states Sam gave Bill apples) contradictory if interpreted as implying Sam gave Bill something else besides grapes. However, since S2 introduces a new food (apples), it's not strictly contradictory unless we assume Sam only gave grapes. But given the focus on ""Bill,"" the implication is exclusivity, so adding another item to Bill's gifts contradicts the exclusivity implied by ""only.""",,,1,POS,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,0,C,,,,"S2 contradicts S1 because S1 states Sam ""only"" gave Rob apples, implying no other fruits, while S2 claims Sam also gave Rob bananas.",,,1,POS,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,0,A,,,,"The focus on ""Rob"" in S1 emphasizes that Rob was the only recipient of grapes, but this doesn't exclude Sam from giving Rob other things like bananas. Thus, S2 is entailed.",,,1,POS,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,0,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes the type of item given, and S2 states that Ellen was not given that same item, which is consistent with Sam only giving oranges to Rob.",,,2,NEG,1,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,0,A,,,,"The prosodic focus on ""apples"" in S1 emphasizes the type of item given, and S2 states that Rob was not given apples, which is consistent with Sam only giving apples to Sue. Thus, S2 is entailed by S1.",,,2,NEG,1,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,0,A,,,,"The prosodic focus on ""Tom"" in S1 emphasizes that Tom is the recipient of the apples, which is consistent with S2 stating that Bill did not receive them. This supports the entailment that only Tom got apples.",,,2,NEG,1,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,0,A,,,,"The prosodic focus on ""only"" in S1 emphasizes that Sam gave bananas to Tom and no one else, which entails that Sue was not given bananas.",,,2,NEG,1,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,,,,"The prosodic focus on ""apples"" in S1 emphasizes that apples were the only fruit given, making S2 a logical consequence.",,,2,NEG,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,,,,"The prosodic focus on ""bananas"" in S1 emphasizes that Sue received only bananas and nothing else. S2 states that Sam didn't give Sue oranges, which is consistent with the idea that only bananas were given. Thus, S2 is entailed by S1.",,,2,NEG,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes that oranges were the only fruit Sam gave Sue, making S2 (Sam didn't give Sue bananas) logically entailed, as it's consistent with the exclusive action described.",,,2,NEG,2,f12,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
