example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,,,,"S1 states Sam gave Tom only apples, implying no other fruits. S2 contradicts this by stating Sam also gave Tom grapes.",,,2,POS,2,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,,,,"The prosodic focus on ""only"" in S1 emphasizes that bananas were the sole item Sam gave to Mary, implying he didn't give bananas to anyone else, including Bill. Thus, S2 is entailed.",,,2,NEG,1,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,,,,"The word ""only"" in S1 implies that Sam gave Mary apples and nothing else. S2 contradicts this by stating that Sam also gave Mary bananas.",,,1,POS,2,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that Sue was the only recipient, making S2 (Sam didn't give Rob apples) a logical consequence.",,,1,NEG,1,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,,,,"S1 states that Sam gave Bill only bananas, implying no other fruits. S2 contradicts this by stating Sam also gave Bill grapes.",,,1,POS,2,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,,,,"The prosodic focus on ""grapes"" in S1 emphasizes that grapes were the only fruit given, making S2 a logical consequence.",,,2,NEG,2,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,,,,"S1 states that Sam gave grapes to Sue and only Sue, implying no one else received grapes. S2 contradicts this by stating Sam also gave grapes to Tom.",,,1,POS,1,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,,,,"The prosodic focus on ""Ellen"" in S1 emphasizes that she was the only recipient, making S2 a logical consequence.",,,1,NEG,1,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,A,,,,"The prosodic focus on ""Mary"" in S1 emphasizes that she was the only recipient of the grapes, but does not exclude the possibility that Sam gave her other items, like bananas. Thus, S2 is entailed.",,,1,POS,2,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that she was the only recipient, making S2 (Sam didn't give Bill apples) a logical consequence.",,,1,NEG,1,f10,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
