example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"The focus on ""Rob"" in S1 emphasizes that Rob was the only recipient, making S2 (Sam didn't give Tom bananas) a logical consequence.",,,1,NEG,1,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,,,,"The prosodic focus on ""grapes"" in S1 emphasizes that only grapes were given to Tom, making S2 (Tom didn't get oranges) consistent with and entailed by S1.",,,1,NEG,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,,,,"The focus on ""Sue"" in S1 implies Sam gave oranges *only* to Sue, contradicting S2 which states Sam gave apples to Sue as well, suggesting Sue received more than just oranges.",,,1,POS,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that she was the only recipient, making S2 (Sam didn't give Rob bananas) a logical consequence.",,,1,NEG,1,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes that oranges were the only fruit given, making S2 a logical consequence.",,,2,NEG,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,,,,"The focus on ""apples"" in S1 implies that Sue received apples and possibly not other fruits, making S2 (Sam didn't give Sue oranges) consistent with the information provided.",,,1,NEG,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,,,,"The prosodic focus on ""grapes"" in S1 emphasizes that grapes were the only fruit given, making S2 (Sam didn't give Sue apples) a logical consequence.",,,2,NEG,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,,,,"The focus on ""Ellen"" in S1 implies Sam gave oranges *only* to Ellen, contradicting S2 which states Sam gave Ellen bananas (implying oranges were not the only thing given to her).",,,1,POS,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,,,,"The prosodic focus on ""Mary"" in S1 emphasizes that Mary was the only recipient of grapes, making it entailed that Sam didn't give Mary apples (as the focus implies exclusivity).",,,1,NEG,2,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,,,,"The focus on ""only"" in S1 implies Sam gave oranges to no one else besides Bill. S2 contradicts this by stating Sam also gave oranges to Mary.",,,1,POS,1,f2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
