example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"The word ""only"" in S1 implies that Bill was the sole recipient of grapes, directly contradicting S2's claim that Sue also received grapes.",,,1,POS,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,,,,"The focus on ""Sue"" in S1 implies Sam gave oranges *only* to Sue, contradicting S2 which states Sam gave oranges to Rob as well.",,,1,POS,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that Sue was the only recipient of grapes, which entails that Ellen did not receive any.",,,1,NEG,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"The prosodic focus on ""Tom"" in S1 emphasizes that Tom was the recipient of apples, and S2 states that Sam didn't give Tom grapes, which is consistent with S1 and does not contradict it.",,,1,NEG,2,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam gave Rob oranges and implies this was the only thing given (due to focus on ""only""). S2 contradicts this by stating Sam also gave apples, implying more than just oranges were given.",,,2,POS,2,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"The prosodic focus on ""Sue"" in S1 emphasizes that she was the only recipient, making S2 a logical consequence.",,,1,NEG,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"The word ""only"" in S1 implies Sam gave bananas to Ellen and no one else. S2 contradicts this by stating Sam also gave bananas to Mary.",,,2,POS,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,,,,"The prosodic focus on ""bananas"" in S1 emphasizes the specific fruit given to Rob, making S2 a logical continuation that Rob did not receive oranges.",,,1,NEG,2,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,,,,"The word ""only"" in S1 implies that Sam did not give Mary anything other than bananas. S2 states that Sam also gave Mary apples, which contradicts the exclusivity implied by ""only"".",,,2,POS,2,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes the type of item given, and S2 specifies that Rob was not given that same item, which is consistent with Sam only giving oranges to Sue.",,,2,NEG,1,f1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_144948,,,speaker0
