example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,,,,"The word ""only"" in S1 implies that Bill was the sole recipient of grapes, which contradicts S2 stating that Sue also received grapes.",,,1,POS,1,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
1,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes the type of item given, and S2 states that Rob was not given that same item, which is consistent with S1.",,,2,NEG,1,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
2,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S2 contradicts S1 because S1 states Sam only gave Rob grapes, implying no other fruits were given, while S2 claims Sam also gave Rob oranges.",,,1,POS,2,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
3,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,,,,"The prosodic focus on ""oranges"" in S1 emphasizes that oranges were the only fruit given, making S2 (Sam didn't give Tom bananas) a logical consequence.",,,2,NEG,2,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
4,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,,,,"S1 states Sam gave Ellen bananas and uses ""only,"" implying no one else received bananas. S2 contradicts this by stating Sam also gave Mary bananas.",,,2,POS,1,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
5,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"S2 contradicts S1 because S1 states that Sam only gave Ellen grapes, implying Tom was not given any, while S2 explicitly claims Sam didn't give Tom grapes, which is consistent with S1. However, the focus in S1 is on ""only,"" emphasizing exclusivity to Ellen, making S2 a restatement rather than a contradiction. But since S2 is a factual claim that aligns with the implication of S1, it should be A. Re-evaluating: S1 says Sam only gave Ellen grapes, so Tom was not given any. S2 says Sam didn't give Tom grapes, which is entailed. So the correct answer is A.",,,1,NEG,1,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
6,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam ""only"" gave Rob oranges, implying no other fruits, while S2 claims Sam also gave apples.",,,2,POS,2,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
7,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,,,,"The prosodic focus on ""apples"" in S1 emphasizes that apples were the only fruit given to Tom, making S2 (Tom didn't get grapes) consistent with and entailed by S1.",,,1,NEG,2,ns1,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
0,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,,,,"The prosodic focus on ""grapes"" in S1 emphasizes that only grapes were given to Bill, making S2 a logical consequence.",,,1,NEG,2,ns2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
1,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,,,,"S2 contradicts S1 because S1 states Sam ""only"" gave Ellen grapes, implying no other fruits, while S2 claims Sam also gave her oranges.",,,2,POS,2,ns2,audio,qwen,Qwen/Qwen3-Omni-30B-A3B-Instruct,20260522_145523,,,speaker2
