example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,0,B,,,,,,,2,POS,2,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,,,,,,,2,NEG,1,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,,,,,,,1,POS,2,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,,,,,,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,,,,,,,1,POS,2,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,,,,"Sam only gave Rob grapes, so it's entailed that Sam didn't give Rob apples.",,,2,NEG,2,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,,,,,,,1,POS,1,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,,,,,,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,,,,,,,1,POS,2,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,,,,,,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220841,,,speaker0
