example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam also gave Rob apples.',,,0.7283,,1,POS,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,,,0,The original content of this audio is: 'Sam only gave Bill apples. Sam didn't give Mary apples.',,,0.7292,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,,,0,The original content of this audio is: 'Sam only gave Mary oranges. Sam also gave Ellen oranges.',,,0.7216,,1,POS,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,,,0,The original content of this audio is: 'Sam only gave Ellen apples. Sam didn't give Tom apples.',,,0.7188,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,,,0,The original content of this audio is: 'Sam only gave Rob bananas. Sam also gave Rob oranges.',,,0.7234,,1,POS,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Bill grapes.',,,0.7216,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,,,0,The original content of this audio is: 'Sam only gave Ellen oranges. Sam didn't give Ellen grapes.',,,0.7172,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,,,0,The original content of this audio is: 'Sam only gave Mary bananas. Sam didn't give Ellen bananas.',,,0.7273,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,,,0,The original content of this audio is: 'Sam only gave Bill bananas. Sam didn't give Tom bananas.',,,0.7216,,1,NEG,1,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,,,0,The original content of this audio is: 'Sam only gave Sue oranges. Sam didn't give Sue grapes.',,,0.7263,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
