example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,,,1,Sam only gave BILL grapes.,,,0.0,,1,POS,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,,,1,Sam only gave SUE oranges.,,,0.0,,1,POS,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,,,1,Sam only gave SUE grapes.,,,0.0,,1,NEG,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,,,1,Sam only gave TOM apples.,,,0.0,,1,NEG,2,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,,,0,Sam only gave ROB oranges.,,,0.0,,2,POS,2,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,,,1,Sam only gave SUE grapes.,,,0.0,,1,NEG,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,,,0,Sam only gave ELLen bananas.,,,0.0,,2,POS,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,,,1,Sam only gave ROB bananas.,,,0.0,,1,NEG,2,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,,,0,Sam only gave MARY bananas.,,,0.0,,2,POS,2,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,,,0,Sam only gave Sue oranges.,,,0.0,,2,NEG,1,f1,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,,,1,Sam only gave ROB bananas.,,,0.0,,1,NEG,1,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,,,1,Sam only gave TOM grapes.,,,0.0,,1,NEG,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,,,1,Sam only gave SUE oranges.,,,0.0,,1,POS,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,,,1,Sam only gave SUE bananas.,,,0.0,,1,NEG,1,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,,,0,Sam only gave TOM oranges.,,,0.0,,2,NEG,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,,,1,Sam only gave SUE apples.,,,0.0,,1,NEG,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,,,0,Sam only gave SUE grapes.,,,0.0,,2,NEG,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,,,0,Sam only gave ELLen oranges.,,,0.0,,1,POS,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,,,1,Sam only gave MARY grapes.,,,0.0,,1,NEG,2,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,,,1,Sam only gave BILL oranges.,,,0.0,,1,POS,1,f2,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,,,0,Sam only gave ELLen grapes.,,,0.0,,1,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen apples.,C,,,0,Sam only gave ELLen apples.,,,0.0,,2,NEG,0,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,,,0,Sam only gave ROB grapes.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,,,0,Sam only gave ROB apples.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,,,0,Sam only gave BILL apples.,,,0.1481,,2,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,,,0,Sam only gave ROB apples.,,,0.0,,2,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,,,1,Sam only gave ROB oranges.,,,0.0,,1,POS,2,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,,,1,Sam only gave ROB apples.,,,0.0,,1,POS,2,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,,,1,Sam only gave ROB bananas.,,,0.0,,1,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,,,0,Sam only gave MARY apples.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,,,1,Sam only gave SUE apples.,,,0.0,,1,POS,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,,,0,Sam only gave BILL apples.,,,0.0,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,,,1,Sam only gave MARY oranges.,,,0.0,,1,POS,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,,,0,Sam only gave ELLen apples.,,,0.0,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,,,1,Sam only gave ROB bananas.,,,0.0,,1,POS,2,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,,,0,Sam only gave BILL bananas.,,,0.0,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,,,1,Sam only gave Ellen ORANGES.,,,0.0,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,,,0,Sam only gave MARY bananas.,,,0.0,,2,NEG,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,,,1,Sam only gave BILL bananas.,,,0.0,,1,NEG,1,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,,,0,Sam only gave SUE oranges.,,,0.0,,2,NEG,2,f4,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,,,0,Sam only gave ELLIE grapes.,,,0.0741,,2,POS,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,,,0,Sam only gave ELLen apples.,,,0.0,,1,POS,1,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,,,1,Sam only gave MARY oranges.,,,0.0,,1,NEG,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,,,1,Sam only gave MARY oranges.,,,0.0,,1,POS,1,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,,,0,Sam only gave MARY oranges.,,,0.0,,2,NEG,1,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,,,0,Sam only gave MARY grapes.,,,0.0,,2,POS,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,,,1,Sam only gave SUE apples.,,,0.0,,1,POS,1,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,,,0,Sam only gave BILL oranges.,,,0.0,,2,POS,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,,,0,Sam only gave ELLen bananas.,,,0.0,,2,POS,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,,,0,Sam only gave TOM bananas.,,,0.0,,2,NEG,2,f5,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,,,1,Sam only gave ROB apples.,,,0.0,,1,NEG,1,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,,,1,Sam only gave SUE grapes.,,,0.0,,1,POS,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,,,1,Sam only gave SUE grapes.,,,0.0,,1,NEG,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,,,0,Sam only gave MARY grapes.,,,0.0,,2,POS,1,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,,,0,Sam only gave ROB oranges.,,,0.0,,2,POS,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,,,0,Sam only gave SUE bananas.,,,0.0,,2,NEG,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,,,0,Sam only gave TOM grapes.,,,0.0,,2,NEG,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,,,1,Sam only gave TOM bananas.,,,0.0,,1,NEG,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,,,0,Sam only gave ROB apples.,,,0.0,,2,POS,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,,,0,Sam only gave ELLen grapes.,,,0.0,,1,POS,2,f6,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,,,0,Sam only gave BILL bananas.,,,0.0,,2,POS,2,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,,,1,Sam only gave MARY apples.,,,0.0,,1,POS,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,,,0,Sam only gave SUE apples.,,,0.0,,2,POS,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,,,1,Sam only gave BILL grapes.,,,0.0,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,,,1,Sam only gave BILL apples.,,,0.0,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,,,1,Sam only gave SUE apples.,,,0.0,,1,NEG,2,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,,,0,Sam only gave ELLen oranges.,,,0.0,,1,NEG,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,,,1,Sam only gave TOM apples.,,,0.0,,1,NEG,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,,,0,Sam only gave BILL apples.,,,0.1538,,2,POS,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,,,0,Sam only gave SUE bananas.,,,0.0,,2,NEG,1,f7,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,,,0,Sam only gave ELLen bananas.,,,0.0,,2,POS,1,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,,,1,Sam only gave ROB grapes.,,,0.0,,1,POS,2,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,,,1,Sam only gave BILL apples.,,,0.1538,,1,POS,1,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,,,0,Sam only gave MARY apples.,,,0.0,,2,POS,2,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,,,0,Sam only gave Ellen oranges.,,,0.0,,2,POS,1,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,,,0,Sam only gave ROB oranges.,,,0.0,,2,NEG,2,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,,,0,Sam only gave BILL bananas.,,,0.0,,2,NEG,1,f8,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
