example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,,,0,Sam only gave ELLen grapes.,,,0.0,,1,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen apples.,C,,,0,Sam only gave ELLen apples.,,,0.0,,2,NEG,0,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,,,0,Sam only gave ROB grapes.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,,,0,Sam only gave ROB apples.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,,,0,Sam only gave BILL apples.,,,0.1481,,2,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,,,0,Sam only gave ROB apples.,,,0.0,,2,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,,,1,Sam only gave ROB oranges.,,,0.0,,1,POS,2,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,,,1,Sam only gave ROB apples.,,,0.0,,1,POS,2,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,,,1,Sam only gave ROB bananas.,,,0.0,,1,NEG,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,,,0,Sam only gave MARY apples.,,,0.0,,2,POS,1,f3,audio,qwen,Qwen/Qwen2.5-Omni-7B,20260521_220508,,,speaker0
