example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,,,,,,,1,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,,,,independent.,,,1,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,,,,,,,1,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,C,,,,"contradicted. 

In sentence S1, it is stated that Sam only gave Mary apples. This means that Sam did not give Mary grapes. However, in sentence S2, it is stated that Sam didn't give Mary anything. This contradicts the information provided in sentence S1. Therefore, we can conclude that S2 contradicts S1.",,,1,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,0,C,,,,,,,2,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,,,,,,,2,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,,,,,,,1,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,0,C,,,,"contradicted. 

In sentence S1, it is stated that Sam only gave Rob oranges. This means that Rob did not receive bananas from Sam. However, in sentence S2, it is stated that Sam didn't give Rob bananas. This contradicts the information provided in sentence S1, as it suggests that Sam gave Rob something other than oranges. Therefore, S2 contradicts S1.",,,2,NEG,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,0,C,,,,,,,2,POS,1,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,,,,,,,2,POS,2,f9,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_095418,,,speaker0
