example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Tom grapes.,"S1 says apples are the only thing Sam gave Tom, while S2 says Sam also gave him grapes, which contradicts the “only apples” claim.",0.0,0.0,2,POS,2,f10,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,0,Sam only gave Mary bananas.,Sam didn't give Bill bananas.,"S1 restricts banana-giving to Mary, but does not explicitly mention Bill; S2 talks about Bill, which is consistent but not entailed by S1.",0.0,0.0,2,NEG,1,f10,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"S1 says the only thing Sam gave Mary was apples, while S2 adds bananas, contradicting the “only apples” restriction.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,0,Sam only gave Sue apples.,Sam didn't give Rob apples.,"S1 concerns what Sam gave Sue, not Rob; S2 introduces Rob, which is compatible but not entailed or contradicted by S1.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"S1 says the only thing given to Bill was bananas, while S2 says he also got grapes, which conflicts with “only bananas.”",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob grapes.,Sam didn't give Rob apples.,"if Sam only gave Rob grapes, then he did not give Rob any other fruit, including apples.",0.0,0.0,2,NEG,2,f10,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,0,Sam only gave Sue grapes.,Sam also gave Tom grapes.,S1 concerns what Sue received and doesn’t specify what Tom received; S2’s claim about Tom is not determined by S1.,0.0,0.0,1,POS,1,f10,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"S1 restricts grape-giving to Ellen, but says nothing explicitly about Rob; that Rob got no grapes is compatible but not strictly entailed.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary grapes.,Sam also gave Mary bananas.,"S1 says grapes were the only thing Sam gave Mary, while S2 adds bananas, which contradicts “only grapes.”",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,0,Sam only gave Sue apples.,Sam didn't give Bill apples.,"S1 is about what Sue received; it doesn’t state whether Bill received apples, so S2 is compatible but not entailed.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5.1,20260519_144204,,,
