example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Rob bananas.,"""only"" suggests that Ellen is the sole recipient of bananas, so saying that Rob also received them contradicts S1.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Rob oranges.,"""only"" restricts Sam's giving to grapes for Rob, meaning Sam didn't give Rob any other fruit like oranges, making S2 contradictory to S1.",0.0,0.0,1,POS,2,f8,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"""only"" implies that Tom is the sole recipient of apples, so saying Bill also received apples contradicts S1.",0.0,0.0,1,POS,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"""only"" indicates that Sam gave Mary nothing but apples, so saying Sam also gave her bananas contradicts S1.",0.0,0.0,2,POS,2,f8,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Ellen oranges.,Sam also gave Sue oranges.,"""only"" implies Ellen is the exclusive recipient of oranges, so stating Sue also received them contradicts S1.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob apples.,"if Sam only gave Rob oranges, it logically follows that Sam didn't give Rob apples.",0.0,0.0,2,NEG,2,f8,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Ellen bananas.,"if Bill is the only one to receive bananas, it follows that Ellen did not receive them.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Sue bananas.,"""only"" means Rob is the exclusive recipient of bananas, so saying Sue also received them contradicts S1.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Mary bananas.,"if Sam only gave bananas to Bill, it logically follows that Mary didn't receive bananas.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"if Ellen is the only recipient of grapes, then Sam not giving grapes to Rob is consistent with S1.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-4o,20260519_142234,,,
