example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,0,B,,,,"in S1, the focus is on ""Sue"" meaning Sam only gave apples to Sue and no one else. In S2, it says Sam also gave apples to Rob. These two statements are independent because S2 does not contradict or align directly with the restrictive claim in S1 about Sue being the only recipient.",,,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,,,,"S1 focuses on ""Bill,"" meaning Sam only gave apples to Bill. S2 states that Sam didn’t give Mary apples, which is independent information. It doesn’t affect or contradict the claim related to Bill.",,,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,0,B,,,,"S1 says Sam only gave ""Mary"" oranges. The focus is on Mary, meaning she is the only recipient of oranges. S2 states that Sam also gave Ellen oranges. This makes the statements independent because they mention different recipients without establishing a direct contradiction or entailment from the focus on Mary.",,,1,POS,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,,,,"S1 says Sam only gave ""Ellen"" apples, meaning Ellen is the exclusive recipient of apples. S2 says Sam didn’t give Tom apples. That is entailed by S1 because if only Ellen received apples, then Tom (and anyone else) didn’t receive them.",,,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,,,,"S1 focuses on ""Rob,"" meaning only Rob got bananas. S2 says Sam also gave Rob oranges. This contradicts the exclusivity implied by the word “only” in S1. If Rob only got bananas, he couldn’t also have gotten oranges.",,,1,POS,2,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 says Sam only gave ""Bill"" bananas. That means only Bill received bananas, and nobody else. S2 says Sam didn’t give Bill grapes, which is consistent with and entailed by the original claim. If Bill only got bananas, he didn’t get grapes either.",,,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 says Sam only gave ""Ellen"" oranges, meaning Ellen is the exclusive recipient of oranges. S2 says Sam didn’t give Ellen grapes. That is entailed by S1, as if Ellen only received oranges, she didn’t receive grapes.",,,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,,,,"S1 says Sam only gave ""Mary"" bananas, meaning only Mary got bananas. S2 says Sam didn’t give Ellen bananas. This is entailed because if Mary is the only recipient, then Ellen didn’t get any bananas.",,,2,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 says Sam only gave ""Bill"" bananas, meaning Bill alone received bananas. S2 says Sam didn’t give Tom bananas. This is entailed since if Bill is the only one, then Tom didn’t receive any bananas.",,,1,NEG,1,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,,,,"S1 says Sam only gave ""Sue"" oranges, meaning Sue is the only person who received oranges. S2 says Sam didn’t give Sue grapes. That is entailed because if Sue only got oranges, then she didn’t get any grapes.",,,2,NEG,2,f4,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZeblPVXVx6EPg9bj23x9cUxjBluk,,
