example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,1,B,1,Sam only gave BILL grapes.,Sam also gave Bill apples.,"with focus on BILL, “only” says Bill is the sole recipient of grapes; it doesn’t restrict what else Bill might have received (e.g., apples).",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5,20260519_150444,,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob bananas.,"with focus on ROB, “only” rules out anyone other than Rob getting apples; it doesn’t restrict Rob from also getting bananas.",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5,20260519_150444,,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"with focus on ROB, “only” rules out other recipients of grapes; it doesn’t rule out Rob also receiving bananas.",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5,20260519_150444,,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,1,B,1,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,"with focus on ORANGES, “only” restricts what Rob received (only oranges); it says nothing about whether Ellen received oranges.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5,20260519_150444,,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,1,B,1,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,"with focus on APPLES, “only” restricts what Sue received (only apples); it doesn’t constrain whether Rob got apples.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5,20260519_150444,,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,1,B,1,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,"with focus on APPLES, “only” restricts what Tom received (only apples); it doesn’t say anything about Bill getting apples.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5,20260519_150444,,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,1,B,1,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,"with focus on BANANAS, “only” restricts what Tom received (only bananas); it doesn’t constrain whether Sue got bananas.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5,20260519_150444,,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,1,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,"with focus on APPLES, “only” entails Sue got no gifts other than apples, so she didn’t get oranges.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5,20260519_150444,,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,"with focus on BANANAS, “only” entails Sue got no gifts other than bananas, so she didn’t get oranges.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5,20260519_150444,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,"with focus on ORANGES, “only” entails Sue got no gifts other than oranges, so she didn’t get bananas.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5,20260519_150444,,,
