example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,0,Sam only gave Ellen grapes.,Sam didn't give Tom grapes.,"if Sam only gave grapes to Ellen, it means he did not give any grapes to anyone else, including Tom.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,B,0,Sam only gave Ellen apples.,Sam didn't give Ellen oranges.,the statement about giving oranges is independent of giving apples. There is no information in S1 about oranges.,0.0,0.0,2,NEG,2,f3,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Ellen grapes.,"if Sam only gave grapes to Rob, he could not have also given them to Ellen, contradicting the first statement.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Ellen apples.,"if Sam only gave apples to Rob, he could not have given them to Ellen, which contradicts the first statement.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Bill apples.,"if Sam only gave apples to Ellen, it means he did not give any apples to anyone else, including Bill.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave Rob apples.,Sam didn't give Sue apples.,"if Sam only gave apples to Rob, it implies he did not give apples to anyone else, including Sue.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,0,Sam only gave Rob oranges.,Sam also gave Rob apples.,"if Sam only gave Rob oranges, he could not have given Rob apples, as it contradicts the first statement.",0.0,0.0,1,POS,2,f3,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, he could not have given him grapes, contradicting the first statement.",0.0,0.0,1,POS,2,f3,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,0,Sam only gave Rob bananas.,Sam didn't give Ellen bananas.,"if Sam only gave bananas to Rob, it implies he did not give any bananas to anyone else, including Ellen.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"if Sam only gave apples to Mary, he could not have also given them to Ellen, as it contradicts the first statement.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-4o,20260519_142234,,,
