example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"Sam only gave bananas to Rob, implying he didn't give them to Tom or anyone else.",0.0,0.0,1,NEG,1,f2,oracle,openai,gpt-4o,20260519_142232,,,
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"Sam only gave Tom grapes, meaning he didn't give Tom any other fruits like oranges.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"if Sam only gave Sue oranges, he couldn't have given her apples as well.",0.0,0.0,1,POS,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"Sam only gave bananas to Sue, indicating he didn't give them to anyone else including Rob.",0.0,0.0,1,NEG,1,f2,oracle,openai,gpt-4o,20260519_142232,,,
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"Sam's giving Tom only oranges excludes any other fruits, including bananas, from being given to Tom.",0.0,0.0,2,NEG,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,Sam's limit to giving only apples to Sue means he didn't give her any other fruit such as oranges.,0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,Sam only giving Sue grapes implies he didn't give her apples or any other fruit.,0.0,0.0,2,NEG,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,Sam giving only oranges to Ellen contradicts the statement that he also gave her bananas.,0.0,0.0,1,POS,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn't give Mary apples.,"only giving Mary grapes means he didn't give her other fruits, such as apples.",0.0,0.0,1,NEG,2,f2,oracle,openai,gpt-4o,20260519_142232,,,
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,0,B,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"the statement about who else received oranges besides Bill (Mary) doesn't relate to the exclusivity of giving oranges to Bill, making the two statements independent.",0.0,0.0,1,POS,1,f2,oracle,openai,gpt-4o,20260519_142232,,,
