example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,,,,"S1 says Sam only gave Ellen bananas, but S2 states Sam also gave Rob bananas. The focus on ""only"" in S1 suggests exclusivity to Ellen, but S2 introduces another recipient (Rob), making the statements independent rather than entailed.",,,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,,,,"S1 says Sam only gave Rob grapes, but S2 says Sam also gave Rob oranges. The word ""only"" in S1 means Sam didn’t give Rob anything else except grapes. The addition of oranges in S2 directly contradicts this exclusivity.",,,1,POS,2,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,,,,"S1 says Sam only gave Tom apples, but S2 states Sam also gave Bill apples. The focus on ""only"" applies to Tom in S1, while S2 introduces another recipient (Bill), which means they are independent events rather than entailing or contradicting each other.",,,1,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"S1 says Sam only gave Mary apples, but S2 says Sam also gave Mary bananas. The focus on ""only"" signals exclusivity (just apples). The fact that S2 introduces bananas contradicts this, making S2 contradictory to S1.",,,2,POS,2,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,,,,"S1 says Sam only gave Ellen oranges, but S2 says Sam also gave Sue oranges. The exclusivity in S1 applies to Ellen, while S2 talks about Sue, making the two statements independent since they introduce separate subjects.",,,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,0,C,,,,"S1 says Sam only gave Rob oranges, but S2 says Sam didn’t give Rob apples. The ""only"" statement in S1 suggests that oranges were the only thing Rob got, so S2 does not contradict that exclusivity—it supports it, confirming that Rob didn’t receive apples. Therefore, the statements are contradictory because S1 would predict S2 moving beyond exclusivity.",,,2,NEG,2,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,C,,,,"S1 says Sam only gave Bill bananas, but S2 says Sam didn’t give Ellen bananas. The focus on ""only"" means exclusivity to Bill, but S2 doesn’t directly relate to Bill; it talks about Ellen not receiving bananas, which is compatible with ""only Bill"" receiving them. However, the contradiction arises from the broader implication of ""only"" and the exclusivity of the subject.",,,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,,,,"S1 says Sam only gave Rob bananas, but S2 says Sam also gave Sue bananas. The exclusive focus on Rob in S1 is contradicted by the introduction of another recipient, Sue, in S2. This changes the exclusivity implied in S1.",,,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,,,,"S1 says Sam only gave Bill bananas, but S2 says Sam didn’t give Mary bananas. The exclusivity to Bill doesn’t relate directly to whether or not Mary got bananas, so the statements do not entail or contradict; they are independent.",,,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,C,,,,"S1 says Sam only gave Ellen grapes, but S2 says Sam didn’t give Rob grapes. The focus on ""only"" Ellen as the recipient of grapes means that no one else (like Rob) received grapes. S2’s claim that Rob didn’t get grapes is fully consistent with the exclusivity of S1, making it supported rather than contradictory or independent.",,,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecJ4rDMtDdicMMLUEW4SHKpMOJx,,
