example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""Ellen"" (Sam only gave ELLEN bananas), meaning Ellen was the sole recipient of bananas. In S2 (Sam also gave ROB bananas), the statement asserts that Rob also received bananas. This breaks the exclusivity implied in S1, so the two statements are independent—they make distinct claims that don't support or contradict each other outright.",,,2,POS,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,,,,"the prosodic focus in S1 is on ""Rob"" (Sam only gave ROB grapes), meaning Rob was the sole recipient of grapes. In S2 (Sam also gave Rob ORANGES), the statement adds that Rob also received oranges. This new information doesn’t contradict the first statement, as S1 restricts the distribution of grapes, not oranges. So the statements are independent.",,,1,POS,2,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,,,,"the prosodic focus in S1 is on ""Tom"" (Sam only gave TOM apples), meaning Tom was the only one who received apples. In S2 (Sam also gave BILL apples), the claim is that Bill received apples too. This conflicts with the exclusivity focus on Tom in S1. However, it doesn’t directly contradict because S1 doesn’t explicitly state that Bill didn’t receive apples—it just focuses the exclusivity on Tom. So the statements are independent.",,,1,POS,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,,,,"the prosodic focus in S1 is on ""Mary"" (Sam only gave MARY apples), meaning Mary was the sole recipient of apples. In S2 (Sam also gave Mary BANANAS), the statement says Mary received bananas as well. This directly contradicts the exclusivity implied by S1, which suggests that apples were all she was given.",,,2,POS,2,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,A,,,,"the prosodic focus in S1 is on ""Ellen"" (Sam only gave ELLEN oranges), meaning Ellen was the only one who received oranges. In S2 (Sam also gave SUE oranges), the statement claims Sue also received oranges, which contradicts the exclusivity. However, S1 sets up exclusivity focused on Ellen only for oranges—not excluding Sue for other things. The ""only Ellen"" receiving oranges precludes Sue receiving them, so the statements form a contradiction.",,,2,POS,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,0,C,,,,"the prosodic focus in S1 is on ""Rob"" (Sam only gave ROB oranges), meaning Rob was the exclusive recipient of oranges. In S2 (Sam didn’t give Rob APPLES), it introduces a new fact about apples. This does not cast doubt on the exclusivity regarding oranges in S1. In fact, it agrees that Rob may not have received anything else, like apples. Therefore, they are entailed.",,,2,NEG,2,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,C,,,,"the prosodic focus in S1 is on ""Bill"" (Sam only gave BILL bananas), meaning Bill was the exclusive recipient of bananas. In S2 (Sam didn’t give ELLEN bananas), it states that Ellen didn’t get bananas. This aligns perfectly with S1’s exclusivity focus on Bill, confirming that only Bill got bananas. Thus, they are entailed.",,,2,NEG,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""Rob"" (Sam only gave ROB bananas), meaning Rob was the sole recipient of bananas. In S2 (Sam also gave SUE bananas), this claim of Sue also receiving bananas directly contradicts the exclusivity set by S1. Therefore, they are contradicted.",,,2,POS,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,C,,,,"the prosodic focus in S1 is on ""Bill"" (Sam only gave BILL bananas), meaning Bill was the exclusive recipient of bananas. In S2 (Sam didn’t give MARY bananas), it supports the exclusivity by stating that Mary didn’t get bananas either. This aligns with the only ""Bill"" receiving bananas. Therefore, they are entailed.",,,2,NEG,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,C,,,,"the prosodic focus in S1 is on ""Ellen"" (Sam only gave ELLEN grapes), which means Ellen exclusively received grapes. In S2 (Sam didn’t give ROB grapes), it is consistent with the exclusivity claim that only Ellen got grapes and no one else, including Rob. Hence, the statements are entailed.",,,2,NEG,1,f8,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoZqejf5k369SMJzBCOQ67ONgA1,
