example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"the prosodic focus in S1 is on ""Rob,"" which means only Rob got oranges from Sam. S2 states that Sam didn't give oranges to Tom, which is consistent with S1. Therefore, S2 is entailed by S1.",,,1,NEG,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,0,B,,,,"the prosodic focus in S1 is on ""Sue,"" so S1 is about Sue getting grapes. S2 talks about Bill not getting grapes, which is a separate fact that doesn’t relate to Sue getting grapes. Therefore, S2 is independent of S1.",,,1,NEG,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,,,,"the prosodic focus in S1 is on ""Sue,"" meaning only Sue got oranges. S2 affirms that Mary didn’t get oranges, which is consistent with S1. Therefore, S2 is entailed by S1.",,,1,NEG,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,0,A,,,,"the prosodic focus in S1 is on ""bananas,"" which means Ellen only got bananas from Sam. S2 confirms that Ellen didn’t get grapes, which is consistent with S1. Therefore, S2 is entailed by S1.",,,1,NEG,2,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,0,A,,,,"the prosodic focus in S1 is on ""bananas."" If Ellen only got bananas, it means she didn’t get oranges. Therefore, S2 is entailed by S1.",,,1,NEG,2,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,0,A,,,,"the prosodic focus in S1 is on ""grapes."" If Rob only got grapes, then he didn’t get apples. Therefore, S2 is entailed by S1.",,,1,NEG,2,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,,,,"the prosodic focus in S1 is on ""Bill."" If only Bill got apples, then S2, which says Sam also gave Ellen apples, contradicts S1. Therefore, S2 is contradicted by S1.",,,1,POS,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,,,,"the prosodic focus in S1 is on ""Ellen."" If only Ellen got apples, then S2, which states that Sam also gave Sue apples, contradicts S1. Therefore, S2 is contradicted by S1.",,,1,POS,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,,,,"the prosodic focus in S1 is on ""Ellen."" If only Ellen got oranges, then S2, which states that Rob also got oranges, contradicts S1. Therefore, S2 is contradicted by S1.",,,1,POS,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,,,,"the prosodic focus in S1 is on ""Sue."" If only Sue got apples, then S2, which says Bill also got apples, contradicts S1. Therefore, S2 is contradicted by S1.",,,1,POS,1,f11,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZecpYOIOolvJtbB97nioFctCaQ3Y,,
