example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,,,,"S1 states that Sam *only* gave apples to Sue, implying he didn't give apples to anyone else. S2 states that Sam *also* gave apples to Rob, which contradicts S1.",,,1,POS,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,,,,"S1 states that Sam only gave *apples* to Bill, meaning he didn't give anything else to Bill. S2 states that Sam didn't give apples to Mary. S1 makes no claim about what Sam gave or didn't give to Mary, so S2 is independent.",,,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 states that Sam *only* gave oranges to Mary, implying he didn't give oranges to anyone else. S2 states that Sam *also* gave oranges to Ellen, which contradicts S1.",,,1,POS,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,,,,"S1 states that Sam only gave *apples* to Ellen, meaning he didn't give anything else to Ellen. S2 states that Sam didn't give apples to Tom. S1 makes no claim about what Sam gave or didn't give to Tom, so S2 is independent.",,,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,,,,"S1 states that Sam *only* gave bananas to Rob, implying he didn't give bananas to anyone else. S2 states that Sam *also* gave oranges to Rob. S1 does not restrict what *else* Sam gave to Rob, only who received bananas, so S2 is independent.",,,1,POS,2,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 states that Sam only gave *bananas* to Bill, implying he didn't give anything else to Bill. S2 states that Sam didn't give Bill grapes, which is consistent with and entailed by S1.",,,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 states that Sam only gave *oranges* to Ellen, implying he didn't give anything else to Ellen. S2 states that Sam didn't give Ellen grapes, which is consistent with and entailed by S1.",,,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,,,,"S1 states that Sam only gave *bananas* to Mary, meaning he didn't give anything else to Mary. S2 states that Sam didn't give Ellen bananas. S1 makes no claim about what Sam gave or didn't give to Ellen, so S2 is independent.",,,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 states that Sam *only* gave bananas to Bill, implying he didn't give bananas to anyone else. S2 states that Sam didn't give Tom bananas, which is consistent with and entailed by S1.",,,1,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,,,,"S1 states that Sam only gave *oranges* to Sue, implying he didn't give anything else to Sue. S2 states that Sam didn't give Sue grapes, which is consistent with and entailed by S1.",,,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260428_143340,,
