example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"S1 says grapes are the only thing Sam gave Ellen, while S2 says he also gave her oranges, which is incompatible.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,0,Sam only gave Ellen apples.,Sam also gave Rob apples.,"S1 restricts what Sam gave Ellen, not what he gave Rob; S2 introduces giving apples to Rob, which is neither required nor excluded by S1.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Mary bananas.,"if Sam only gave Mary oranges, then he did not give her bananas; S2 follows from S1.",0.0,0.0,1,NEG,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,0,Sam only gave Mary oranges.,Sam also gave Tom oranges.,"S1 restricts what Sam gave Mary, not what he gave Tom; giving oranges to Tom is not addressed by S1.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave Mary oranges.,Sam didn't give Tom oranges.,"S1 says nothing about what Sam gave Tom; S2 concerns Tom, so it is independent of S1.",0.0,0.0,2,NEG,1,f5,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary grapes.,Sam also gave Mary apples.,"S1 says grapes are the only thing Sam gave Mary, while S2 adds apples as well, contradicting S1.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,0,Sam only gave Sue apples.,Sam also gave Mary apples.,"S1 restricts what Sam gave Sue, not what he gave Mary; S2 talks about Mary and is not constrained by S1.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Bill bananas.,"S1 says oranges are the only thing Sam gave Bill, but S2 adds bananas, which conflicts with “only.”",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"S1 says bananas are the only thing Sam gave Ellen, while S2 adds grapes, which contradicts S1.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Tom bananas.,Sam didn't give Tom oranges.,"if Sam only gave Tom bananas, then he did not give him oranges; S2 is entailed by S1.",0.0,0.0,2,NEG,2,f5,baseline,openai,gpt-5.1,20260519_144204,,,
