example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,0,Sam only gave Ellen grapes.,Sam didn't give Tom grapes.,"S1 means Ellen was the sole recipient of grapes from Sam, so Tom did not receive grapes.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,B,0,Sam only gave Ellen apples.,Sam didn't give Ellen oranges.,S1 restricts the recipients of apples to Ellen; it says nothing about whether Ellen also got oranges.,0.0,0.0,2,NEG,2,f3,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Ellen grapes.,"S1 says Rob was the only recipient of grapes, which conflicts with Ellen also receiving grapes.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Ellen apples.,"S1 says Rob was the only recipient of apples, which conflicts with Ellen also receiving apples.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Bill apples.,"if only Ellen received apples, then Bill did not receive apples.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave Rob apples.,Sam didn't give Sue apples.,"if only Rob received apples, then Sue did not receive apples.",0.0,0.0,2,NEG,1,f3,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,0,Sam only gave Rob oranges.,Sam also gave Rob apples.,S1 restricts recipients of oranges to Rob but does not preclude giving Rob apples.,0.0,0.0,1,POS,2,f3,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave Rob apples.,Sam also gave Rob grapes.,S1 restricts recipients of apples to Rob but says nothing about grapes.,0.0,0.0,1,POS,2,f3,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,0,Sam only gave Rob bananas.,Sam didn't give Ellen bananas.,"if only Rob received bananas, then Ellen did not receive bananas.",0.0,0.0,1,NEG,1,f3,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"S1 says Mary was the only recipient of apples, which conflicts with Ellen also receiving apples.",0.0,0.0,2,POS,1,f3,baseline,openai,gpt-5,20260519_151419,,,
