example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,0,C,,,,"S1: ""Sam only gave ROB oranges"" (focus on ""ROB"") means that Sam didn't give oranges to anyone else. S2: ""Sam didn't give TOM oranges"" confirms that oranges were not given to Tom, which is consistent. However, the contradiction lies in that S1 implies that if Sam only gave ROB oranges, he didn't give oranges to anyone other than Rob. Thus, S2 seems unnecessary and already entailed, but more importantly, introduces a subtle contradiction because S1’s focus suggests exclusivity on recipient, making S2 either redundant or conflicting. This falls under contradiction.",,,1,NEG,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,0,C,,,,"S1: ""Sam only gave SUE grapes"" (focus on ""SUE"") means that Sam didn't give grapes to anyone else. S2: ""Sam didn’t give BILL grapes"" confirms that Bill didn’t receive grapes, which is directly supported and thus redundant. However, the focus on Sue in S1 makes S2 conceptually contrastive and unnecessary as a separate statement. The combination of the exclusive focus on Sue and the second statement leads to a contradiction, because the semantic meaning of “only Sue” already excludes Bill, and giving S2 as an independent statement clashes.",,,1,NEG,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,,,,"S1: ""Sam only gave SUE oranges"" (focus on ""SUE"") entails that no one else received oranges except Sue. S2: ""Sam didn’t give MARY oranges"" follows logically from that exclusive focus. If only Sue got oranges, Mary certainly didn’t. Therefore, S2 is entailed by S1.",,,1,NEG,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,0,A,,,,"S1: ""Sam only gave ELLEN bananas"" (focus on ""ELLEN"") means no one but Ellen received bananas. S2: ""Sam didn’t give ELLEN grapes"" is clearly compatible with that. If Ellen only got bananas, she didn’t get grapes. Thus, S2 is entailed by S1.",,,1,NEG,2,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,0,A,,,,"S1: ""Sam only gave ELLEN bananas"" (focus on ""ELLEN"") means Ellen got bananas and only bananas, no other fruits. S2: ""Sam didn’t give ELLEN oranges"" follows directly from that exclusivity. If Ellen only got bananas, she certainly didn’t get oranges. S2 is entailed.",,,1,NEG,2,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,0,A,,,,"S1: ""Sam only gave ROB grapes"" (focus on ""ROB"") means Rob exclusively got grapes and no other fruit was involved. S2: ""Sam didn’t give ROB apples"" fits neatly with this: if Rob only got grapes, then he didn’t get apples. Entailment holds.",,,1,NEG,2,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,0,B,,,,"S1: ""Sam only gave BILL apples"" (focus on ""BILL"") means Bill got apples and no other person received apples. S2: ""Sam also gave ELLEN apples"" is independent because it raises a different fact about another recipient (Ellen) getting apples. This doesn’t follow from an exclusivity focus on Bill. It’s a separate fact.",,,1,POS,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,0,B,,,,"S1: ""Sam only gave ELLEN apples"" (focus on ""ELLEN"") means Ellen exclusively received apples and no one else did. S2: ""Sam also gave SUE apples"" is independent and not entailed, because it introduces another person Sue, who also got apples. That contradicts exclusivity in S1’s focus.",,,1,POS,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,0,B,,,,"S1: ""Sam only gave ELLEN oranges"" (focus on ""ELLEN"") means Ellen and only Ellen got oranges. S2: ""Sam also gave ROB oranges"" introduces another recipient Rob getting oranges. This makes them independent and not entailed: the focus on Ellen’s exclusivity means that S2 is asserting something new.",,,1,POS,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,0,B,,,,"S1: ""Sam only gave SUE apples"" (focus on ""SUE"") means only Sue got apples. S2: ""Sam also gave BILL apples"" is an independent fact because it introduces Bill as another apple recipient, which is unrelated to the exclusive focus on Sue. They are independent.",,,1,POS,1,f11,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdp3e7z5OMEdwt76C4UXR3AORqD6,
