example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Rob apples.,"S1 says Sue is the only person Sam gave apples to, which rules out Sam giving apples to Rob.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Mary apples.,"if Bill is the only person Sam gave apples to, then he did not give apples to Mary.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Ellen oranges.,"S1 says Mary is the only person Sam gave oranges to, so he did not give oranges to Ellen.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Tom apples.,"if Ellen is the only person Sam gave apples to, then he did not give apples to Tom.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,0,Sam only gave Rob bananas.,Sam also gave Rob oranges.,"S1 restricts what Sam gave Rob (only bananas), while S2 says he also gave Rob oranges; this is compatible if S2 is about an additional kind of gift not ruled out by S1’s wording about “only” applying to bananas vs. other people. The relation between bananas and oranges is not specified, so they are independent.",0.0,0.0,1,POS,2,f4,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Bill grapes.,"if Sam only gave Bill bananas, then he did not give Bill anything else, including grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave Ellen oranges.,Sam didn't give Ellen grapes.,"if Sam only gave Ellen oranges, he did not give her any other fruit, including grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Ellen bananas.,"if Mary is the only person Sam gave bananas to, then he did not give bananas to Ellen.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Tom bananas.,"if Bill is the only person Sam gave bananas to, then he did not give bananas to Tom.",0.0,0.0,1,NEG,1,f4,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue grapes.,"if Sam only gave Sue oranges, then he did not give her any other fruit, including grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5.1,20260519_144204,,,
