example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Rob bananas.,"S1 says Ellen was the only recipient of bananas; S2 says Rob also got bananas, which contradicts that.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,0,Sam only gave Rob grapes.,Sam also gave Rob oranges.,S1 restricts who received grapes (only Rob) but says nothing about what else Rob may have received; oranges to Rob are neither entailed nor excluded.,0.0,0.0,1,POS,2,f8,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"S1 says Tom was the only recipient of apples; S2 says Bill also got apples, which contradicts that.",0.0,0.0,1,POS,1,f8,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,S1 restricts who received apples (only Mary) but does not restrict what Mary may have received; bananas to Mary are neither entailed nor excluded.,0.0,0.0,2,POS,2,f8,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Ellen oranges.,Sam also gave Sue oranges.,"S1 says Ellen was the only recipient of oranges; S2 says Sue also got oranges, which contradicts that.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,0,B,0,Sam only gave Rob oranges.,Sam didn't give Rob apples.,S1 restricts who received oranges (only Rob) but says nothing about whether Rob received apples; S2 is not entailed or contradicted.,0.0,0.0,2,NEG,2,f8,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Ellen bananas.,"if only Bill received bananas, then Ellen did not receive bananas.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Sue bananas.,"S1 says Rob was the only recipient of bananas; S2 says Sue also got bananas, which contradicts that.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Mary bananas.,"if only Bill received bananas, then Mary did not receive bananas.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"if only Ellen received grapes, then Rob did not receive grapes.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5,20260519_151419,,,
