example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,0,C,,,,"S1 states that Sam only gave Bill grapes, implying Sam did not give Bill any other fruit. S2 states that Sam also gave Bill apples, which contradicts S1's implication.",,,1,POS,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,1,B,,,,"S1 states that Sam only gave Rob apples, implying that Rob was the only person Sam gave apples to. This does not restrict what other fruits Sam might have given to Rob. Therefore, S2, stating Sam also gave Rob bananas, is independent of S1.",,,1,POS,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,1,B,,,,"S1 states that Sam only gave Rob grapes, implying that Rob was the only person Sam gave grapes to. This does not restrict what other fruits Sam might have given to Rob. Therefore, S2, stating Sam also gave Rob bananas, is independent of S1.",,,1,POS,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,1,B,,,,"S1 states that Sam only gave Rob oranges, implying that oranges were the only fruit Sam gave to Rob. This does not restrict what Sam might have given to other people, such as Ellen. Therefore, S2, stating Sam didn't give Ellen oranges, is independent of S1.",,,2,NEG,1,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,1,B,,,,"S1 states that Sam only gave Sue apples, implying that apples were the only fruit Sam gave to Sue. This does not restrict what Sam might have given to other people, such as Rob. Therefore, S2, stating Sam didn't give Rob apples, is independent of S1.",,,2,NEG,1,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,1,B,,,,"S1 states that Sam only gave Tom apples, implying that apples were the only fruit Sam gave to Tom. This does not restrict what Sam might have given to other people, such as Bill. Therefore, S2, stating Sam didn't give Bill apples, is independent of S1.",,,2,NEG,1,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,1,B,,,,"S1 states that Sam only gave Tom bananas, implying that bananas were the only fruit Sam gave to Tom. This does not restrict what Sam might have given to other people, such as Sue. Therefore, S2, stating Sam didn't give Sue bananas, is independent of S1.",,,2,NEG,1,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,,,,"S1 states that Sam only gave Sue apples, implying that apples were the only fruit Sam gave to Sue. This directly entails that Sam did not give Sue oranges. Therefore, S2 is entailed by S1.",,,2,NEG,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,,,,"S1 states that Sam only gave Sue bananas, implying that bananas were the only fruit Sam gave to Sue. This directly entails that Sam did not give Sue oranges. Therefore, S2 is entailed by S1.",,,2,NEG,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,,,,"S1 states that Sam only gave Sue oranges, implying that oranges were the only fruit Sam gave to Sue. This directly entails that Sam did not give Sue bananas. Therefore, S2 is entailed by S1.",,,2,NEG,2,f12,audio,gemini,gemini-2.5-flash,20260428_143340,,
