example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"S1 says bananas are the only thing Sam gave Bill, which rules out his also giving Bill grapes, so S2 contradicts S1.",0.0,0.0,2,POS,2,f7,oracle,openai,gpt-5.1,20260519_144749,,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 says Mary is the only person Sam gave apples to, which rules out his also giving apples to Ellen.",0.0,0.0,1,POS,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,"S1 says Sue is the only person Sam gave apples to, so he cannot also have given apples to Tom.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"if he only gave Bill grapes, then he did not give Bill any other fruit, including oranges.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5.1,20260519_144749,,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"if he only gave Bill apples, he did not give Bill any other fruit, including bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5.1,20260519_144749,,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"if he only gave Sue apples, he did not give her any other fruit, including bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5.1,20260519_144749,,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,S1 restricts what Ellen received but says nothing about what Tom received; S2 adds new information that does not follow from or contradict S1.,0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"if he only gave Tom apples, then he did not give apples to anyone else, including Mary.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,"S1 says Tom is the only person Sam gave apples to, which is incompatible with his also giving apples to Bill.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,S1 restricts what Sue received but says nothing about what Tom received; S2 is additional information not entailed by or inconsistent with S1.,0.0,0.0,2,NEG,1,f7,oracle,openai,gpt-5.1,20260519_144749,,,
