example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 states that Sam only gave oranges to Rob, implying he gave oranges to no one else. S2 states that Sam didn't give Tom oranges, which is consistent with S1's implication that Tom did not receive oranges from Sam.",,,1,NEG,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 states that Sam only gave grapes to Sue, implying he gave grapes to no one else. S2 states that Sam didn't give Bill grapes, which is consistent with S1's implication that Bill did not receive grapes from Sam.",,,1,NEG,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,,,,"S1 states that Sam only gave oranges to Sue, implying he gave oranges to no one else. S2 states that Sam didn't give Mary oranges, which is consistent with S1's implication that Mary did not receive oranges from Sam.",,,1,NEG,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,1,B,,,,"S1 states that Sam only gave bananas to Ellen, meaning no one else received bananas from Sam. It does not restrict what other items Ellen might have received. Therefore, whether Sam gave Ellen grapes or not is independent of S1.",,,1,NEG,2,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,1,B,,,,"S1 states that Sam only gave bananas to Ellen, meaning no one else received bananas from Sam. It does not restrict what other items Ellen might have received. Therefore, whether Sam gave Ellen oranges or not is independent of S1.",,,1,NEG,2,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,1,B,,,,"S1 states that Sam only gave grapes to Rob, meaning no one else received grapes from Sam. It does not restrict what other items Rob might have received. Therefore, whether Sam gave Rob apples or not is independent of S1.",,,1,NEG,2,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,,,,"S1 states that Sam only gave apples to Bill, meaning he gave apples to no one else. S2 states that Sam also gave Ellen apples, which directly contradicts S1's claim that only Bill received apples.",,,1,POS,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,,,,"S1 states that Sam only gave apples to Ellen, meaning he gave apples to no one else. S2 states that Sam also gave Sue apples, which directly contradicts S1's claim that only Ellen received apples.",,,1,POS,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S1 states that Sam only gave oranges to Ellen, meaning he gave oranges to no one else. S2 states that Sam also gave Rob oranges, which directly contradicts S1's claim that only Ellen received oranges.",,,1,POS,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,,,,"S1 states that Sam only gave apples to Sue, meaning he gave apples to no one else. S2 states that Sam also gave Bill apples, which directly contradicts S1's claim that only Sue received apples.",,,1,POS,1,f11,audio,gemini,gemini-2.5-flash,20260428_143340,,
