example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,,,,"S1 states that Sam gave bananas, and Ellen was the only person Sam gave bananas to. S2 states that Sam also gave Ellen grapes. These two statements are independent; S1 restricts who received bananas, while S2 describes another item Ellen received, which does not contradict or entail S1.",,,1,POS,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,,,,"S1 states that Sam gave apples, and Mary was the only person Sam gave apples to. S2 states that Sam didn't give Mary oranges. These two statements are independent; S1 restricts who received apples, while S2 describes something Mary did not receive, which does not contradict or entail S1.",,,1,NEG,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,,,,"S1 states that Sam gave bananas, and Tom was the only person Sam gave bananas to. S2 states that Sam also gave Tom apples. These two statements are independent; S1 restricts who received bananas, while S2 describes another item Tom received, which does not contradict or entail S1.",,,1,POS,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,,,,"S1 states that Sam gave apples, and Mary was the only person Sam gave apples to. S2 states that Sam didn't give Mary grapes. These two statements are independent; S1 restricts who received apples, while S2 describes something Mary did not receive, which does not contradict or entail S1.",,,1,NEG,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,0,B,,,,"S1 states that Sam gave oranges, and Mary was the only person Sam gave oranges to. S2 states that Sam didn't give Mary apples. These two statements are independent; S1 restricts who received oranges, while S2 describes something Mary did not receive, which does not contradict or entail S1.",,,2,NEG,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,0,C,,,,"S1 states that Sam gave apples, and Rob was the only person Sam gave apples to. S2 states that Sam also gave Mary apples. This contradicts S1, as S1 explicitly states Rob was the *sole* recipient of apples, while S2 claims Mary also received apples.",,,2,POS,1,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,,,,"S1 states that Sam gave apples, and Rob was the only person Sam gave apples to. S2 states that Sam also gave Tom apples. This contradicts S1, as S1 explicitly states Rob was the *sole* recipient of apples, while S2 claims Tom also received apples.",,,1,POS,1,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,0,B,,,,"S1 states that Sam gave oranges, and Rob was the only person Sam gave oranges to. S2 states that Sam didn't give Rob bananas. These two statements are independent; S1 restricts who received oranges, while S2 describes something Rob did not receive, which does not contradict or entail S1.",,,2,NEG,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,0,C,,,,"S1 states that Sam gave grapes, and Bill was the only person Sam gave grapes to. S2 states that Sam also gave Rob grapes. This contradicts S1, as S1 explicitly states Bill was the *sole* recipient of grapes, while S2 claims Rob also received grapes.",,,2,POS,1,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,,,,"S1 states that Sam gave grapes, and Rob was the only person Sam gave grapes to. S2 states that Sam also gave Rob bananas. These two statements are independent; S1 restricts who received grapes, while S2 describes another item Rob received, which does not contradict or entail S1.",,,2,POS,2,f9,audio,gemini,gemini-2.5-flash,20260428_143340,,
