example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,,,,"S1 places prosodic focus on ""Sue"", meaning she was the only person to receive apples. This contradicts S2, which states that Rob also received apples.",,,1,POS,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Bill received. This provides no information about what Mary received, making S2 independent.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 places prosodic focus on ""Mary"", meaning she was the only person to receive oranges. This contradicts S2, which states that Ellen also received oranges.",,,1,POS,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples were the only thing Ellen received. This provides no information about what Tom received, making S2 independent.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,,,,"S1 places prosodic focus on ""Rob"", meaning he was the only person to receive bananas. This does not restrict what other items Rob might have received, making S2 independent.",,,1,POS,2,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 places prosodic focus on ""bananas"", meaning bananas were the only thing Bill received. This entails S2, which states that he did not receive grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Ellen received. This entails S2, which states that she did not receive grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,,,,"S1 places prosodic focus on ""bananas"", meaning bananas were the only thing Mary received. This provides no information about what Ellen received, making S2 independent.",,,2,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,,,,"S1 places prosodic focus on ""Bill"", meaning he was the only person to receive bananas. This entails S2, which states that Tom did not receive bananas.",,,1,NEG,1,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,,,,"S1 places prosodic focus on ""oranges"", meaning oranges were the only thing Sue received. This entails S2, which states that she did not receive grapes.",,,2,NEG,2,f4,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
