example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"if Sam only gave Bill bananas, he could not have also given him grapes.",0.0,0.0,2,POS,2,f7,oracle,openai,gpt-4o,20260519_142232,,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"if Sam only gave Mary apples, then he did not give apples to Ellen or anyone else.",0.0,0.0,1,POS,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,"if Sam only gave Sue apples, then he could not have also given Tom apples.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"if Sam only gave Bill grapes, it implies he did not give Bill any other fruits, including oranges.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-4o,20260519_142232,,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"if Sam only gave Bill apples, he did not give him any other fruit, including bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-4o,20260519_142232,,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"if Sam only gave Sue apples, then he did not give her bananas or any other fruit.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-4o,20260519_142232,,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,the statement that Sam only gave Ellen oranges does not specify whether Sam gave or did not give oranges to Tom.,0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"if Sam only gave Tom apples, he did not give apples to anyone else, including Mary.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,"if Sam only gave Tom apples, then he could not have given apples to Bill as well.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,"if Sam only gave Sue bananas, it implies he did not give bananas to anyone else, including Tom.",0.0,0.0,2,NEG,1,f7,oracle,openai,gpt-4o,20260519_142232,,,
