example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"S1 states bananas are the only thing Sam gave Bill, which rules out his also giving Bill grapes.",0.0,0.0,2,POS,2,f7,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"S1 restricts what Mary received, not who else received apples; it says nothing about Ellen.",0.0,0.0,1,POS,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,0,Sam only gave Sue apples.,Sam also gave Tom apples.,"S1 restricts what Sue received, not what Tom received; it is silent about Tom.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,0,Sam only gave Bill grapes.,Sam didn't give Bill oranges.,"if Sam only gave Bill grapes, then he did not give Bill anything else, including oranges.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Bill bananas.,"if Sam only gave Bill apples, then Bill did not receive bananas from Sam.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue apples.,Sam didn't give Sue bananas.,"if Sue only got apples from Sam, then she did not get bananas from him.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,0,Sam only gave Ellen oranges.,Sam didn't give Tom oranges.,S1 restricts what Ellen received; it says nothing about what Tom received.,0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,0,B,0,Sam only gave Tom apples.,Sam didn't give Mary apples.,S1 restricts what Tom received; it does not state whether Mary got apples.,0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"S1 says Tom is the only recipient of what Sam gave (apples), so Sam could not also have given apples to Bill.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,0,Sam only gave Sue bananas.,Sam didn't give Tom bananas.,S1 restricts what Sue received; it says nothing about whether Tom received bananas.,0.0,0.0,2,NEG,1,f7,baseline,openai,gpt-5.1,20260519_144204,,,
