example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,"with focus on ROB, S1 means Sam gave oranges to Rob and to no one else; therefore he did not give oranges to Tom.",0.0,0.0,1,NEG,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,"with focus on SUE, S1 means Sam gave grapes to Sue and to no one else; therefore he did not give grapes to Bill.",0.0,0.0,1,NEG,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,1,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,"with focus on SUE, S1 means Sam gave oranges to Sue and to no one else; therefore he did not give oranges to Mary.",0.0,0.0,1,NEG,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,"with focus on ELLEN, S1 only restricts who got bananas (only Ellen), not what Ellen got; it does not say anything about whether she did or didn’t get grapes.",0.0,0.0,1,NEG,2,f11,oracle,openai,gpt-5.1,20260519_145258,,,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,1,B,1,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,"with focus on ELLEN, S1 means only Ellen received bananas, but it does not exclude Sam giving Ellen other things like oranges.",0.0,0.0,1,NEG,2,f11,oracle,openai,gpt-5.1,20260519_145258,,,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,1,B,1,Sam only gave ROB grapes.,Sam didn't give Rob apples.,"with focus on ROB, S1 means only Rob received grapes; it does not say whether Rob did or didn’t receive other items such as apples.",0.0,0.0,1,NEG,2,f11,oracle,openai,gpt-5.1,20260519_145258,,,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave BILL apples.,Sam also gave Ellen apples.,"with focus on BILL, S1 means Bill is the only person Sam gave apples to; saying he also gave Ellen apples contradicts this.",0.0,0.0,1,POS,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,1,Sam only gave ELLEN apples.,Sam also gave Sue apples.,"with focus on ELLEN, S1 means Ellen is the only person Sam gave apples to; saying he also gave Sue apples contradicts this.",0.0,0.0,1,POS,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,"with focus on ELLEN, S1 means Ellen is the only person Sam gave oranges to; saying he also gave Rob oranges contradicts this.",0.0,0.0,1,POS,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Bill apples.,"with focus on SUE, S1 means Sue is the only person Sam gave apples to; saying he also gave Bill apples contradicts this.",0.0,0.0,1,POS,1,f11,oracle,openai,gpt-5.1,20260519_145258,,,
