example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,0,C,0,Sam only gave Bill grapes.,Sam also gave Bill apples.,"S1 says grapes are the only thing Sam gave Bill, which rules out apples, so S2 contradicts S1.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Rob bananas.,"S1 says apples are the only thing Sam gave Rob, which rules out bananas, so S2 contradicts S1.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Rob bananas.,"S1 says grapes are the only thing Sam gave Rob, excluding bananas, so S2 contradicts S1.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,1,B,0,Sam only gave Rob oranges.,Sam didn't give Ellen oranges.,"S1 restricts what Sam gave Rob, but says nothing about what Sam did or didn’t give Ellen, so S2 is independent.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,1,B,0,Sam only gave Sue apples.,Sam didn't give Rob apples.,"S1 restricts what Sam gave Sue, but does not address what he gave Rob, so S2 is independent.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,1,B,0,Sam only gave Tom apples.,Sam didn't give Bill apples.,"S1 restricts what Sam gave Tom, but says nothing about what he gave Bill, so S2 is independent.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,1,B,0,Sam only gave Tom bananas.,Sam didn't give Sue bananas.,"S1 restricts what Sam gave Tom, but does not mention Sue, so S2 is independent.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,0,Sam only gave Sue apples.,Sam didn't give Sue oranges.,"if Sam only gave Sue apples, then he did not give her anything else, including oranges, so S2 is entailed.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,0,Sam only gave Sue bananas.,Sam didn't give Sue oranges.,"if Sam only gave Sue bananas, he did not give her any other fruit, including oranges, so S2 is entailed.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue bananas.,"if Sam only gave Sue oranges, then he did not give her anything else, including bananas, so S2 is entailed.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-5.1,20260519_144204,,,
