example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,"the focus on “BANANAS” means S1 entails Sam gave Ellen no fruit other than bananas, but says nothing about what he gave to Rob; S2 concerns Rob, so it’s independent.",0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"the focus on “ROB” means S1 entails Rob was the only recipient of grapes, but does not restrict what Rob got; S2 says Rob got oranges as well, which does not conflict with that. However, S1 without focus on the item does not rule out other items to Rob, so S2 is actually independent, not contradicted. But by the task’s own logic: focus on recipient = only that person received that item; it doesn’t ban other items to that person, so S2 is independent.",0.0,0.0,1,POS,2,f8,oracle,openai,gpt-5.1,20260519_145258,,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"the focus on “TOM” means Tom is the only person Sam gave apples to; S2 says Bill also got apples, which directly contradicts this.",0.0,0.0,1,POS,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"the focus on “APPLES” means apples are the only thing Sam gave Mary; S2 says he also gave her bananas, contradicting that.",0.0,0.0,2,POS,2,f8,oracle,openai,gpt-5.1,20260519_145258,,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,"the focus on “ORANGES” means oranges are the only thing Sam gave Ellen; S1 is silent on what he gave Sue, so S2 is independent.",0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,"the focus on “ORANGES” means oranges are the only thing Sam gave Rob; this entails that he did not give Rob apples, so S2 is entailed.",0.0,0.0,2,NEG,2,f8,oracle,openai,gpt-5.1,20260519_145258,,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,"the focus on “BANANAS” means bananas are the only thing Sam gave Bill; it does not state whether Ellen got bananas, so S2 is independent.",0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,"the focus on “BANANAS” means bananas are the only thing Sam gave Rob; it does not restrict what he gave Sue, so S2 is independent.",0.0,0.0,2,POS,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,"the focus on “BANANAS” means bananas are the only thing Sam gave Bill; this says nothing about Mary, so S2 is independent.",0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,1,B,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,"the focus on “GRAPES” means grapes are the only thing Sam gave Ellen; S1 doesn’t state who else, if anyone, got grapes, so S2 about Rob is independent.",0.0,0.0,2,NEG,1,f8,oracle,openai,gpt-5.1,20260519_145258,,,
