example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,,,,"S2 states that Sam didn’t give Sue apples, which is compatible with S1’s prosodic focus on “only” and “Rob,” indicating that Rob, and not Sue, got apples. This entails S2.",,,1,NEG,1,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,1,B,,,,"S2 says Sam also gave Sue oranges, which is new information not contained in S1. S1 only focused on Sue and grapes. There is no contradiction or entailment. They are independent.",,,1,POS,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,,,,"S2’s statement that Sam didn’t give Sue bananas follows from S1. S1’s focus on Sue and grapes excludes other fruits like bananas. Hence, S2 is entailed.",,,1,NEG,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,,,,"S2 introduces a new person, Ellen, not mentioned in S1. There is no direct relationship between the two statements. They are independent.",,,2,POS,1,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,0,B,,,,"S2 says Sam also gave Rob bananas. S1 focuses on Rob and oranges. This is additional information that’s independent, not contradicting or entailing S1.",,,2,POS,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,,,,"S2 states Sam didn’t give Sue grapes. S1’s focus was on giving Sue bananas only. This excludes grapes, so S2 is entailed.",,,2,NEG,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,,,,"S2 says Sam didn’t give Tom apples. S1 focused on Tom and grapes only, which excludes apples. Thus, S2 is entailed.",,,2,NEG,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,,,,"S2 says Sam didn’t give Tom grapes. S1 emphasized Tom and bananas only, which excludes grapes. S2 is entailed.",,,1,NEG,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,,,,"S2 says Sam also gave Rob grapes, but S1 focused on Rob receiving only apples. This directly contradicts S1.",,,2,POS,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,1,B,,,,"S2 mentions Ellen and oranges, which is additional information unrelated to S1’s focus on Rob and apples. They are independent.",,,1,POS,2,f6,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdoKXIoYO7kDQ5TpvSaevzipJ3ST,
