example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the focus is on the recipient (ELLEN): ‘only’ says Ellen was the only person to get bananas, but it doesn’t restrict what else Ellen might get. So S2 is compatible but not entailed.",0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20260519_150444,,,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"the focus is on the recipient (MARY): ‘only’ says only Mary got apples, not what else Mary did or didn’t get. So S2 is not entailed nor contradicted.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20260519_150444,,,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the focus is on the recipient (TOM): ‘only’ restricts who got bananas, not what Tom got. S2 is compatible but not entailed.",0.0,0.0,1,POS,2,f9,oracle,openai,gpt-5,20260519_150444,,,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"the focus is on the recipient (MARY): ‘only’ limits apple recipients, not Mary’s receipt of other fruits. So S2 is independent.",0.0,0.0,1,NEG,2,f9,oracle,openai,gpt-5,20260519_150444,,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"the focus is on the item (ORANGES): ‘only’ says oranges are the sole thing Mary got, so she didn’t get apples. S2 is entailed.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20260519_150444,,,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,"the focus is on the item (APPLES): ‘only’ says apples are the sole thing Rob got, not that only Rob got apples. Others (like Mary) may also get apples. Independent.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20260519_150444,,,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,the focus is on the recipient (ROB): ‘only’ says Rob was the only person to get apples. Saying Tom also got apples contradicts this.,0.0,0.0,1,POS,1,f9,oracle,openai,gpt-5,20260519_150444,,,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"the focus is on the item (ORANGES): ‘only’ says oranges are the sole thing Rob got, so he didn’t get bananas. Entailed.",0.0,0.0,2,NEG,2,f9,oracle,openai,gpt-5,20260519_150444,,,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,"the focus is on the item (GRAPES): ‘only’ restricts what Bill got, not who else got grapes. So S2 is independent.",0.0,0.0,2,POS,1,f9,oracle,openai,gpt-5,20260519_150444,,,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,"the focus is on the item (GRAPES): ‘only’ says grapes are the sole thing Rob got, so he didn’t get bananas. S2 contradicts this.",0.0,0.0,2,POS,2,f9,oracle,openai,gpt-5,20260519_150444,,,
