example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Rob apples.,"if Sam only gave apples to Sue, he could not have given apples to Rob.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Mary apples.,"if Sam only gave apples to Bill, it implies he didn't give them to anyone else, including Mary.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Ellen oranges.,"if Sam only gave oranges to Mary, he could not have given them to Ellen as well.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Tom apples.,"if Sam only gave apples to Ellen, it implies he didn't give them to anyone else, including Tom.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,0,Sam only gave Rob bananas.,Sam also gave Rob oranges.,"what Sam gave to Rob in addition to bananas is not specified, so it does not contradict S1.",0.0,0.0,1,POS,2,f4,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Bill grapes.,"if Sam only gave bananas to Bill, it implies he didn't give grapes or any other fruit to him.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave Ellen oranges.,Sam didn't give Ellen grapes.,"if Sam only gave Ellen oranges, it implies he didn't give her any other fruit, including grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Ellen bananas.,"if Sam only gave bananas to Mary, it implies he didn't give them to anyone else, including Ellen.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Tom bananas.,"if Sam only gave bananas to Bill, it implies he didn't give them to anyone else, including Tom.",0.0,0.0,1,NEG,1,f4,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue grapes.,"if Sam only gave Sue oranges, it implies he didn't give her any other fruit, including grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-4o,20260519_142234,,,
