example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"""only gave BILL grapes"" implies that Sam did not give grapes to anyone else, including Sue.",0.0,0.0,1,POS,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"""only gave SUE oranges"" implies that Sam did not give oranges to anyone else, including Rob.",0.0,0.0,1,POS,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"""only gave SUE grapes"" means that Sam did not give grapes to anyone else, including Ellen.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 doesn't provide information about what else, if anything, Sam gave Tom other than apples.",0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-4o,20260519_142232,,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,"""only gave Rob ORANGES"" implies that Sam did not give Rob anything other than oranges.",0.0,0.0,2,POS,2,f1,oracle,openai,gpt-4o,20260519_142232,,,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"""only gave SUE grapes"" means that Sam did not give grapes to anyone else, including Tom.",0.0,0.0,1,NEG,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,"""only gave Ellen BANANAS"" implies that Sam did not give bananas to anyone else, including Mary.",0.0,0.0,2,POS,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,S1 doesn't provide information about what else Sam gave or did not give to Rob other than bananas.,0.0,0.0,1,NEG,2,f1,oracle,openai,gpt-4o,20260519_142232,,,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,"""only gave Mary BANANAS"" implies that Sam did not give Mary anything other than bananas.",0.0,0.0,2,POS,2,f1,oracle,openai,gpt-4o,20260519_142232,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,S1 doesn't provide information about what Sam gave (or did not give) to Rob.,0.0,0.0,2,NEG,1,f1,oracle,openai,gpt-4o,20260519_142232,,,
