example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,,,,"S1 says Sam only gave Ellen grapes, which excludes giving her oranges. S2 contradicts this by saying Sam also gave Ellen oranges.",,,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,,,,"S1 says Sam only gave Ellen apples, while S2 introduces a new person (Rob) and states that Sam also gave him apples. The two statements are independent.",,,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,C,,,,"S1 says Sam only gave Mary oranges, meaning no other fruit was given to her. S2 contradicts this by saying Sam didn’t give Mary bananas, which assumes the possibility of bananas, contradicting S1.",,,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,,,,"S1 says Sam only gave Mary oranges, and S2 says Sam also gave Tom oranges. S1 is about Mary, whereas S2 is introducing a different person (Tom), so they are independent.",,,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,,,,"S1 says Sam only gave Mary oranges, which excludes giving Tom oranges. S2 is consistent with this by saying Sam didn’t give Tom oranges, so it is entailed.",,,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,0,B,,,,"S1 says Sam only gave Mary grapes, while S2 says Sam also gave Mary apples. The introduction of another item (apples) makes these statements independent rather than entailed or contradictory.",,,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,,,,"S1 says Sam only gave Sue apples, and S2 says Sam also gave Mary apples. These statements focus on different people (Sue and Mary), so they are independent.",,,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,0,B,,,,"S1 says Sam only gave Bill oranges, focusing on oranges, while S2 says Sam also gave Bill bananas. The second statement adds information but does not contradict or entail the first, making them independent.",,,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,0,B,,,,"S1 says Sam only gave Ellen bananas, and S2 says Sam also gave Ellen grapes. These statements introduce additional information about different fruits but do not contradict or entail the first, so they are independent.",,,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 says Sam only gave Tom bananas, meaning no other fruit was given to Tom. S2 confirms that Sam didn’t give Tom oranges, which is consistent with S1, making it entailed.",,,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebwP3AXYZEf4W9ALVMmMbmgKu98,,
