example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"the focus is on the recipient (SUE), so ‘only’ means no one other than Sue got apples. Saying Rob also got apples contradicts this.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20260519_150444,,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,"the focus is on the object (APPLES), so ‘only’ restricts what Bill got, not who else got apples. It says nothing about Mary.",0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20260519_150444,,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"the focus is on the recipient (MARY), so ‘only’ means no one other than Mary got oranges. Saying Ellen also got oranges contradicts this.",0.0,0.0,1,POS,1,f4,oracle,openai,gpt-5,20260519_150444,,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,"the focus is on the object (APPLES), so ‘only’ restricts what Ellen got, not who else got apples. It says nothing about Tom.",0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20260519_150444,,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,"the focus is on the recipient (ROB), so ‘only’ restricts who got bananas, not what Rob got. Oranges to Rob are not ruled out.",0.0,0.0,1,POS,2,f4,oracle,openai,gpt-5,20260519_150444,,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,1,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,"the focus is on the object (BANANAS), so ‘only’ means Bill got nothing other than bananas; hence not grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20260519_150444,,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,"the focus is on the object (ORANGES), so ‘only’ means Ellen got nothing other than oranges; hence not grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20260519_150444,,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,"the focus is on the object (BANANAS), so ‘only’ restricts what Mary got, not who else got bananas. It says nothing about Ellen.",0.0,0.0,2,NEG,1,f4,oracle,openai,gpt-5,20260519_150444,,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,"the focus is on the recipient (BILL), so ‘only’ means no one other than Bill got bananas; thus Tom didn’t get bananas.",0.0,0.0,1,NEG,1,f4,oracle,openai,gpt-5,20260519_150444,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,"the focus is on the object (ORANGES), so ‘only’ means Sue got nothing other than oranges; hence not grapes.",0.0,0.0,2,NEG,2,f4,oracle,openai,gpt-5,20260519_150444,,,
