example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,"if Sam only gave Tom apples, he could not have given him grapes.",0.0,0.0,2,POS,2,f10,oracle,openai,gpt-4o,20260519_142232,,,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,the fact that Sam didn't give Bill bananas is independent of the statement that he only gave bananas to Mary.,0.0,0.0,2,NEG,1,f10,oracle,openai,gpt-4o,20260519_142232,,,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"if Sam only gave Mary apples, he could not have given her bananas.",0.0,0.0,1,POS,2,f10,oracle,openai,gpt-4o,20260519_142232,,,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"if Sam only gave Sue apples, it is entailed that he didn't give apples to anyone else, including Rob.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-4o,20260519_142232,,,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"if Sam only gave Bill bananas, he could not have given him grapes as well.",0.0,0.0,1,POS,2,f10,oracle,openai,gpt-4o,20260519_142232,,,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,"if Sam only gave Rob grapes, it necessarily follows that he didn't give him apples.",0.0,0.0,2,NEG,2,f10,oracle,openai,gpt-4o,20260519_142232,,,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"if Sam only gave Sue grapes, he could not have given grapes to Tom as well.",0.0,0.0,1,POS,1,f10,oracle,openai,gpt-4o,20260519_142232,,,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"if Sam only gave Ellen grapes, it means he did not give grapes to anyone else, including Rob.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-4o,20260519_142232,,,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"if Sam only gave Mary grapes, he could not have given her bananas.",0.0,0.0,1,POS,2,f10,oracle,openai,gpt-4o,20260519_142232,,,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"if Sam only gave Sue apples, then he wouldn't have given apples to anyone else, which includes Bill.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-4o,20260519_142232,,,
