example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Rob apples.,"S1 says that Sue is the only person Sam gave apples to; S2 says Rob also got apples, which contradicts that.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Mary apples.,"if only Bill received apples, then Mary did not receive apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Ellen oranges.,"S1 says Mary is the only person who got oranges; S2 says Ellen also got oranges, which conflicts.",0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Tom apples.,"if only Ellen received apples, then Tom did not receive apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,0,Sam only gave Rob bananas.,Sam also gave Rob oranges.,S1 restricts who got bananas (only Rob); it says nothing about whether Rob also got oranges.,0.0,0.0,1,POS,2,f4,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,0,B,0,Sam only gave Bill bananas.,Sam didn't give Bill grapes.,"S1 restricts who got bananas, not whether Bill received other fruits like grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,0,B,0,Sam only gave Ellen oranges.,Sam didn't give Ellen grapes.,"S1 restricts who got oranges, not whether Ellen received other fruits.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Ellen bananas.,"if only Mary received bananas, then Ellen did not receive bananas.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Tom bananas.,"if only Bill received bananas, then Tom did not receive bananas.",0.0,0.0,1,NEG,1,f4,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,0,B,0,Sam only gave Sue oranges.,Sam didn't give Sue grapes.,"S1 restricts who got oranges, not whether Sue received other fruits like grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20260519_151419,,,
