example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,0,Sam only gave Bill grapes.,Sam also gave Sue grapes.,"S1 says Bill is the only recipient of grapes from Sam, so S2’s claim that Sam also gave Sue grapes contradicts this.",0.0,0.0,1,POS,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,0,Sam only gave Sue oranges.,Sam also gave Rob oranges.,"S1 restricts orange-giving to Sue alone, S2’s claim that Rob also received oranges from Sam contradicts S1.",0.0,0.0,1,POS,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave Sue grapes.,Sam didn't give Ellen grapes.,"if Sam gave grapes only to Sue, then he necessarily did not give grapes to Ellen, so S2 follows from S1.",0.0,0.0,1,NEG,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,0,Sam only gave Tom apples.,Sam didn't give Tom grapes.,"S1 says apples are the only thing Sam gave Tom, so it entails that Sam did not give Tom grapes.",0.0,0.0,1,NEG,2,f1,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Rob oranges.,Sam also gave Rob apples.,"S1 says the only thing Sam gave Rob was oranges, so S2’s claim that Sam also gave Rob apples contradicts this.",0.0,0.0,2,POS,2,f1,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,0,Sam only gave Sue grapes.,Sam didn't give Tom grapes.,"if Sue is the only person to whom Sam gave grapes, then Sam did not give grapes to Tom, so S2 is entailed.",0.0,0.0,1,NEG,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Mary bananas.,"S1 restricts banana-giving to Ellen alone, so S2’s statement that Mary also received bananas contradicts S1.",0.0,0.0,2,POS,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave Rob bananas.,Sam didn't give Rob oranges.,"S1 says bananas are the only thing Sam gave Rob, which entails that he did not give Rob oranges.",0.0,0.0,1,NEG,2,f1,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary bananas.,Sam also gave Mary apples.,"S1 states that bananas are the only thing Sam gave Mary, so S2’s claim about apples contradicts S1.",0.0,0.0,2,POS,2,f1,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave Sue oranges.,Sam didn't give Rob oranges.,"if Sue is the only person who received oranges from Sam, then Rob did not receive oranges, so S2 is entailed.",0.0,0.0,2,NEG,1,f1,baseline,openai,gpt-5.1,20260519_144204,,,
