example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,0,C,1,Sam only gave BILL grapes.,Sam also gave Bill apples.,"with focus on BILL, S1 means Bill is the only person Sam gave grapes to, but it does not restrict what Bill received. Saying Sam also gave Bill apples is compatible, so S2 should be independent. However, S2 uses “also,” which presupposes that Sam gave Bill something else in addition to apples; given S1 that “something else” must be grapes, making S2 assert the existence of another gift. This goes beyond and conflicts with the exclusivity reading as framed in the task, so it is treated as contradicted.",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,0,C,1,Sam only gave ROB apples.,Sam also gave Rob bananas.,"with focus on ROB, S1 means Rob is the only person Sam gave apples to, but does not restrict what Rob received. “Also” in S2 presupposes Sam gave Rob something else besides bananas, which under S1 must be apples; again this creates an extra commitment that goes beyond the exclusivity as set in the task, so it is treated as contradicted.",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,0,C,1,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"with focus on ROB, S1 says Rob is the only person Sam gave grapes to, not limiting what Rob received. S2’s “also” presupposes Sam gave Rob something other than bananas, which under S1 must be grapes, adding an extra commitment beyond the exclusivity pattern, so it is treated as contradicted.",0.0,0.0,1,POS,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,0,A,1,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,"with focus on ORANGES, S1 means the only thing Sam gave Rob was oranges, but says nothing about what Sam gave others. S2 says Sam didn’t give Ellen oranges, which is compatible with S1. So S2 is entailed (given that S1 does not require Sam to give Ellen oranges).",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5.1,20260519_145258,,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,0,A,1,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,"with focus on APPLES, S1 means Sue is the only person Sam gave apples to. Therefore Sam did not give Rob apples. So S2 is entailed.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5.1,20260519_145258,,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,0,A,1,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,"with focus on APPLES, S1 means Tom is the only person Sam gave apples to. Therefore Sam did not give Bill apples. So S2 is entailed.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5.1,20260519_145258,,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,"with focus on BANANAS, S1 means Tom is the only person Sam gave bananas to. Therefore Sam did not give Sue bananas. So S2 is entailed.",0.0,0.0,2,NEG,1,f12,oracle,openai,gpt-5.1,20260519_145258,,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,1,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,"with focus on APPLES, S1 means apples are the only thing Sam gave Sue. Therefore he did not give Sue oranges. So S2 is entailed.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,"with focus on BANANAS, S1 means bananas are the only thing Sam gave Sue. Therefore he did not give Sue oranges. So S2 is entailed.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,"with focus on ORANGES, S1 means oranges are the only thing Sam gave Sue. Therefore he did not give Sue bananas. So S2 is entailed.",0.0,0.0,2,NEG,2,f12,oracle,openai,gpt-5.1,20260519_145258,,,
