example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Rob bananas.,"S1 says Ellen is the only recipient of bananas from Sam, so Sam cannot also have given Rob bananas.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Rob oranges.,"S1 says the only thing Sam gave Rob was grapes, so Sam cannot also have given Rob oranges.",0.0,0.0,1,POS,2,f8,baseline,openai,gpt-5.1,20260519_144204,,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"S1 says Tom is the only recipient of apples from Sam, so Sam cannot also have given Bill apples.",0.0,0.0,1,POS,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"S1 restricts what Sam gave Mary (apples only) but says nothing about whether Sam also gave her bananas; both could not be true if “only” applies to item type, but in ordinary reading S1 just states that apples were given, not that no other items were.",0.0,0.0,2,POS,2,f8,baseline,openai,gpt-5.1,20260519_144204,,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Ellen oranges.,Sam also gave Sue oranges.,"S1 says Ellen is the only recipient of oranges from Sam, so Sam cannot also have given Sue oranges.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob apples.,"if Sam only gave Rob oranges, then he necessarily did not give Rob apples.",0.0,0.0,2,NEG,2,f8,baseline,openai,gpt-5.1,20260519_144204,,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Ellen bananas.,"if Sam only gave Bill bananas, then he necessarily did not give Ellen bananas.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Sue bananas.,"S1 says Rob is the only recipient of bananas from Sam, so Sam cannot also have given Sue bananas.",0.0,0.0,2,POS,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Bill bananas.,Sam didn't give Mary bananas.,"if Sam only gave Bill bananas, then he necessarily did not give Mary bananas.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"if Sam only gave Ellen grapes, then he necessarily did not give Rob grapes.",0.0,0.0,2,NEG,1,f8,baseline,openai,gpt-5.1,20260519_144204,,,
