example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,0,B,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"S1 says Sam gave apples only to Rob, but says nothing about whether Sue got apples, so S2 is not entailed and not contradicted.",0.0,0.0,1,NEG,1,f6,oracle,openai,gpt-5.1,20260519_144749,,,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, he did not give her any other fruit, so saying he also gave her oranges contradicts S1.",0.0,0.0,1,POS,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, then he did not give her any other fruit, so he indeed didn’t give her bananas.",0.0,0.0,1,NEG,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,"“only gave Mary grapes” means Mary was the sole recipient of grapes, so giving Ellen grapes as well contradicts S1.",0.0,0.0,2,POS,1,f6,oracle,openai,gpt-5.1,20260519_144749,,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, he did not give Rob anything else, so giving Rob bananas as well contradicts S1.",0.0,0.0,2,POS,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, he gave her no other fruit, so he did not give her grapes.",0.0,0.0,2,NEG,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,1,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, then he did not give him apples.",0.0,0.0,2,NEG,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, then he did not give him grapes.",0.0,0.0,1,NEG,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,1,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, he did not give Rob any other fruit, so saying he also gave Rob grapes contradicts S1.",0.0,0.0,2,POS,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, he did not give her any other fruit, so giving her oranges as well contradicts S1.",0.0,0.0,1,POS,2,f6,oracle,openai,gpt-5.1,20260519_144749,,,
