example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"if Sam only gave Ellen grapes, it implies that he did not give grapes to anyone else, including Tom.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,B,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,"giving apples to Ellen doesn't imply anything about giving or not giving her oranges, as they are different fruits.",0.0,0.0,2,NEG,2,f3,oracle,openai,gpt-4o,20260519_142232,,,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,"if Sam only gave grapes to Rob, it contradicts the statement that he also gave grapes to Ellen.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,the statement that Sam only gave apples to Rob contradicts the idea that he also gave apples to Ellen.,0.0,0.0,2,POS,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,1,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,"if Sam only gave apples to Ellen, he could not have given them to anyone else, including Bill.",0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,1,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,"if Sam only gave apples to Rob, it follows that he did not give any to Sue.",0.0,0.0,2,NEG,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the statement that Sam only gave Rob oranges contradicts giving anything else, including apples, to Rob.",0.0,0.0,1,POS,2,f3,oracle,openai,gpt-4o,20260519_142232,,,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, it contradicts the idea that he also gave Rob grapes.",0.0,0.0,1,POS,2,f3,oracle,openai,gpt-4o,20260519_142232,,,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"if Sam only gave bananas to Rob, he didn't give them to anybody else, including Ellen.",0.0,0.0,1,NEG,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,1,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,"if Sam only gave apples to Mary, it contradicts the statement that he also gave them to Ellen.",0.0,0.0,2,POS,1,f3,oracle,openai,gpt-4o,20260519_142232,,,
