example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,1,B,,,,"S1 says Sam only gave Bill grapes, which focuses on Bill and grapes, while S2 says Sam also gave Bill apples. The second sentence adds new information (apples) that is not entailed by the first. They are independent statements.",,,1,POS,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,0,C,,,,"S1 says Sam only gave Rob apples, focusing on Rob and apples, while S2 says Sam also gave Rob bananas. The second contradicts the exclusivity implied by “only” in the first sentence.",,,1,POS,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,0,A,,,,"S1 says Sam only gave Rob grapes, focusing on Rob and grapes, and S2 says Sam also gave Rob bananas. There is no contradiction or independence if the prosodic focus is on “grapes” in S1. The second sentence fits within the first because “only gave Rob grapes” doesn’t exclude adding bananas.",,,1,POS,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,1,B,,,,"S1 says Sam only gave Rob oranges, focusing on Rob and oranges, while S2 says Sam didn’t give Ellen oranges. The second sentence is independent since it’s about Ellen, who wasn’t mentioned in the first sentence.",,,2,NEG,1,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,0,C,,,,"S1 says Sam only gave Sue apples, focusing on Sue and apples, while S2 says Sam didn’t give Rob apples. The first sentence involves Sue, but the second sentence talks about Rob, and no implication or entailment exists between them. Also, the exclusivity tied to “only” for Sue makes the scenario with Rob contradictory.",,,2,NEG,1,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,0,C,,,,"S1 says Sam only gave Tom apples, focusing on Tom and apples, while S2 says Sam didn’t give Bill apples. The focus on Tom conflicts with the second sentence’s implication, contradicting the exclusivity of “only Tom.”",,,2,NEG,1,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,0,C,,,,"S1 says Sam only gave Tom bananas, focusing on Tom and bananas, while S2 says Sam didn’t give Sue bananas. The exclusivity on Tom in S1 contradicts the mention of Sue in the second sentence.",,,2,NEG,1,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,0,B,,,,"S1 says Sam only gave Sue apples, focusing on Sue and apples, while S2 says Sam didn’t give Sue oranges. These two statements are independent; the first is about apples entirely, and the second excludes oranges.",,,2,NEG,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,0,B,,,,"S1 says Sam only gave Sue bananas, focusing on Sue and bananas, while S2 says Sam didn’t give Sue oranges. The two statements are compatible but not entailed. They are independent because the first sentence limits Sue to bananas, yet the second sentence talks about the absence of oranges, which is a separate detail.",,,2,NEG,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,0,C,,,,"S1 says Sam only gave Sue oranges, focusing on Sue and oranges, while S2 says Sam didn’t give Sue bananas. The second sentence contradicts the exclusivity implied by the first prosodic focus on oranges: if Sue got only oranges, it’s already implied she didn’t get bananas, so the second sentence is not providing compatible or new information but contradicts the entailment pattern.",,,2,NEG,2,f12,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdpES9Hr0ZnWwKUGi7FGkhredGL5,
