example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"S1 states that Sam only gave Ellen grapes, which means no other fruit was given to Ellen, contradicting the claim in S2 that Sam gave her oranges.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,0,Sam only gave Ellen apples.,Sam also gave Rob apples.,S1 and S2 discuss different recipients (Ellen vs. Rob) and do not provide information that conflicts with one another.,0.0,0.0,1,POS,1,f5,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Mary bananas.,"S1 implies that oranges were the only fruit given to Mary, which aligns with the statement in S2 that Sam didn't give her bananas.",0.0,0.0,1,NEG,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,0,Sam only gave Mary oranges.,Sam also gave Tom oranges.,the statements refer to different people (Mary vs. Tom) and do not affect each other's validity.,0.0,0.0,1,POS,1,f5,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave Mary oranges.,Sam didn't give Tom oranges.,S1 and S2 involve different recipients (Mary vs. Tom) and do not provide contradictory or supporting details regarding what was given to them.,0.0,0.0,2,NEG,1,f5,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary grapes.,Sam also gave Mary apples.,"S1 indicates that only grapes were given to Mary, which contradicts S2 suggesting that she was given apples as well.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,0,Sam only gave Sue apples.,Sam also gave Mary apples.,"S1 refers to apples given only to Sue, and S2's mention of Mary does not impact or contradict the statement about Sue.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Bill bananas.,"S1 specifies that only oranges were given to Bill, making S2's statement about bananas contradictory.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"it is stated in S1 that Ellen only received bananas, which directly contradicts the claim in S2 about receiving grapes.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Tom bananas.,Sam didn't give Tom oranges.,"S1 implies that the only fruit Tom received were bananas, which means he could not have received oranges, as stated in S2.",0.0,0.0,2,NEG,2,f5,baseline,openai,gpt-4o,20260519_142234,,,
