example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,1,A,,,,"S1 places prosodic focus on ""Ellen"", meaning Ellen is the only person Sam gave grapes to. This entails that he did not give grapes to Tom.",,,1,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,,,,"S1 places prosodic focus on ""apples"", meaning apples are the only thing Sam gave Ellen. This implies that he did give her apples, which contradicts S2.",,,2,NEG,2,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,1,B,,,,"S1 places prosodic focus on ""grapes"", meaning grapes are the only thing Sam gave Rob. This provides no information about what he gave Ellen, making S2 independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples are the only thing Sam gave Rob. This provides no information about what he gave Ellen, making S2 independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples are the only thing Sam gave Ellen. This provides no information about what he gave Bill, making S2 independent.",,,2,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples are the only thing Sam gave Rob. This provides no information about what he gave Sue, making S2 independent.",,,2,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,,,,"S1 places prosodic focus on ""Rob"", meaning Rob is the only person Sam gave oranges to. This provides no information about whether he also gave Rob apples, making S2 independent.",,,1,POS,2,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,,,,"S1 places prosodic focus on ""Rob"", meaning Rob is the only person Sam gave apples to. This provides no information about whether he also gave Rob grapes, making S2 independent.",,,1,POS,2,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,,,,"S1 places prosodic focus on ""Rob"", meaning Rob is the only person Sam gave bananas to. This entails that he did not give bananas to Ellen.",,,1,NEG,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,,,,"S1 places prosodic focus on ""apples"", meaning apples are the only thing Sam gave Mary. This provides no information about what he gave Ellen, making S2 independent.",,,2,POS,1,f3,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
