example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,,,,"S1 focuses on ""bananas"", meaning bananas are the only thing Sam gave Bill. S2 states he gave Bill grapes, which contradicts this.",,,2,POS,2,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,,,,"S1 focuses on ""Mary"", meaning Mary is the only person Sam gave apples to. S2 states he gave Ellen apples, which contradicts this.",,,1,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,,,,"S1 focuses on ""apples"", meaning apples are the only thing Sam gave Sue. This provides no information about what Sam gave Tom, making S2 independent.",,,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,1,B,,,,"S1 focuses on ""Bill"", meaning Bill is the only person Sam gave grapes to. This provides no information about whether Sam gave Bill oranges, making S2 independent.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,1,B,,,,"S1 focuses on ""Bill"", meaning Bill is the only person Sam gave apples to. This provides no information about whether Sam gave Bill bananas, making S2 independent.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,,,,"S1 focuses on ""apples"", meaning apples are the only thing Sam gave Sue. Therefore, it entails that he didn't give her bananas, as stated in S2.",,,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 focuses on ""Ellen"", meaning Ellen is the only person Sam gave oranges to. Therefore, it entails that he didn't give Tom oranges, as stated in S2.",,,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,,,,"S1 focuses on ""Tom"", meaning Tom is the only person Sam gave apples to. Therefore, it entails that he didn't give Mary apples, as stated in S2.",,,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,,,,"S1 focuses on ""apples"", meaning apples are the only thing Sam gave Tom. This provides no information about whether Sam gave Bill apples, making S2 independent.",,,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,,,,"S1 focuses on ""bananas"", meaning bananas are the only thing Sam gave Sue. This provides no information about whether Sam gave Tom bananas, making S2 independent.",,,2,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260428_143342,,
