example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"“only gave Ellen grapes” means he gave Ellen nothing but grapes, so he could not also have given her oranges.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Ellen apples.,Sam also gave Rob apples.,"“only gave Ellen apples” means he didn’t give apples to anyone other than Ellen, so not to Rob.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Mary bananas.,"if he only gave Mary oranges, he did not give her bananas.",0.0,0.0,1,NEG,2,f5,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Tom oranges.,"“only gave Mary oranges” means he didn’t give oranges to anyone else, so not to Tom.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave Mary oranges.,Sam didn't give Tom oranges.,"“only gave Mary oranges” entails he gave no oranges to anyone else, including Tom.",0.0,0.0,2,NEG,1,f5,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Mary grapes.,Sam also gave Mary apples.,"“only gave Mary grapes” means he gave Mary nothing but grapes, so not apples.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Mary apples.,"“only gave Sue apples” means he didn’t give apples to anyone other than Sue, so not to Mary.",0.0,0.0,1,POS,1,f5,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave Bill oranges.,Sam also gave Bill bananas.,"“only gave Bill oranges” means he gave Bill nothing but oranges, so not bananas.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"“only gave Ellen bananas” means he gave Ellen nothing but bananas, so not grapes.",0.0,0.0,2,POS,2,f5,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Tom bananas.,Sam didn't give Tom oranges.,"if he only gave Tom bananas, Tom did not receive oranges from Sam.",0.0,0.0,2,NEG,2,f5,baseline,openai,gpt-5,20260519_151419,,,
