example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Tom oranges.,"“only gave Rob oranges” means Rob was the sole recipient of oranges, so Tom did not get oranges.",0.0,0.0,1,NEG,1,f11,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave Sue grapes.,Sam didn't give Bill grapes.,"Sue was the sole recipient of grapes, so Bill did not get grapes.",0.0,0.0,1,NEG,1,f11,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Mary oranges.,"Sue was the sole recipient of oranges, so Mary did not get oranges.",0.0,0.0,1,NEG,1,f11,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,1,B,0,Sam only gave Ellen bananas.,Sam didn't give Ellen grapes.,"S1 restricts who got bananas, not what Ellen got otherwise; she may or may not have gotten grapes.",0.0,0.0,1,NEG,2,f11,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,1,B,0,Sam only gave Ellen bananas.,Sam didn't give Ellen oranges.,"S1 restricts who got bananas, not whether Ellen also got oranges.",0.0,0.0,1,NEG,2,f11,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,1,B,0,Sam only gave Rob grapes.,Sam didn't give Rob apples.,"S1 restricts recipients of grapes, not whether Rob also received apples.",0.0,0.0,1,NEG,2,f11,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,0,Sam only gave Bill apples.,Sam also gave Ellen apples.,"if only Bill received apples, Ellen cannot also have received apples.",0.0,0.0,1,POS,1,f11,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,0,Sam only gave Ellen apples.,Sam also gave Sue apples.,"if only Ellen received apples, Sue cannot also have received apples.",0.0,0.0,1,POS,1,f11,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,0,Sam only gave Ellen oranges.,Sam also gave Rob oranges.,"if only Ellen received oranges, Rob cannot also have received oranges.",0.0,0.0,1,POS,1,f11,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Bill apples.,"if only Sue received apples, Bill cannot also have received apples.",0.0,0.0,1,POS,1,f11,baseline,openai,gpt-5,20260519_151419,,,
