example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,C,,,,"the first sentence says Sam only gave Ellen grapes, which implies Sam gave no one else grapes. The second sentence says Sam didn't give Tom grapes, which implies Tom was not given grapes. However, this doesn't contradict the first sentence; they are consistent. But given ""only Ellen"" implies no one else, it's more a confirmation. Still, since both focus on who did or didn't get grapes and there's no contradiction, it’s not entailed, so it’s best classified as contradicted based on the restrictive focus of ""only Ellen"" implying something stronger.",,,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,,,,"the first sentence says Sam only gave Ellen apples, but the second sentence says Sam didn’t give Ellen apples. These two statements directly contradict each other.",,,2,NEG,2,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,,,,"the first sentence says Sam only gave Rob grapes, which means Sam didn't give grapes to anyone else. The second sentence says Sam also gave Ellen grapes. This directly contradicts the first statement, because ""only Rob"" means no one else, but the second sentence introduces Ellen as another recipient.",,,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,,,,"the first sentence says Sam only gave Rob apples, meaning no one else got apples. The second sentence says Sam also gave Ellen apples, which directly contradicts the exclusivity implied by “only Rob.”",,,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,,,,"the first sentence says Sam only gave Ellen apples, which implies Sam didn’t give apples to anyone else. The second sentence confirms that Sam didn’t give Bill apples, which fits perfectly with the first sentence’s implication.",,,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,,,,"the first sentence says Sam only gave Rob apples, meaning no one else got apples. The second sentence says Sam didn’t give Sue apples, which aligns with that, so the second sentence is entailed by the first.",,,2,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,0,C,,,,"the first sentence says Sam only gave Rob oranges, meaning no one else got oranges. However, the second sentence says Sam also gave Rob apples, which introduces a second item (apples). The focus on “only Rob oranges” implies that oranges were the only thing given, so giving apples too contradicts the exclusiveness implied in the first sentence.",,,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,,,,"the first sentence says Sam only gave Rob apples, meaning no one else got apples. The second sentence says Sam also gave Rob grapes, but that doesn’t contradict the first sentence. The focus is on apples, so what Sam did with grapes is independent of what he did with apples.",,,1,POS,2,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,,,,"the first sentence says Sam only gave Rob bananas, meaning no one else got bananas. The second sentence says Sam didn’t give Ellen bananas, which fits that idea perfectly, so the second sentence is entailed by the first.",,,1,NEG,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,1,B,,,,"the first sentence says Sam only gave Mary apples, focusing on the exclusivity of apples. The second sentence says Sam also gave Ellen apples. These two sentences don’t directly contradict or entail each other. The focus is on Mary only getting apples, not that someone else couldn’t also get them, so these two sentences are independent.",,,2,POS,1,f3,audio,openai,gpt-4o-audio-preview,20260428_152454,chatcmpl-DZebbRykaqvIlNd1E8HCLwz1ebIjh,,
