example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,,,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,,0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,,,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,,0.0,0.0,1,POS,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,,,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,,0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,,,0,Sam only gave Bill GRAPES.,Sam didn’t give Bill oranges.,,0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,,,0,Sam only gave Bill APPLES.,Sam didn’t give Bill bananas.,,0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,,,0,Sam only gave Sue APPLES.,Sam didn’t give Sue bananas.,,0.0,0.037037037037037035,1,NEG,2,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,,,0,Sam only gave Ellen ORANGES.,Sam didn’t give Tom oranges.,,0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,,,0,Sam only gave Tom APPLES.,Sam didn’t give Mary apples.,,0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,,,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,,0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,,,1,Sam only gave Sue BANANAS.,Sam didn’t give Tom bananas.,,0.0,0.037037037037037035,2,NEG,1,f7,audio,openai,gpt-audio,20260428_143339,chatcmpl-DZdnwS23Hg5A0so9AiIbFT8pHKlwd,
