example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"if Sam only gave Bill bananas, then he did not give him grapes or any other fruit. Therefore, S2 is contradicted by S1.",0.0,0.0,2,POS,2,f7,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,0,Sam only gave Mary apples.,Sam also gave Ellen apples.,"S1 talks exclusively about Sam giving apples to Mary and does not address or exclude the possibility of Sam giving apples to someone else, such as Ellen. Therefore, S2 is independent of S1.",0.0,0.0,1,POS,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,0,Sam only gave Sue apples.,Sam also gave Tom apples.,"S1 specifies that Sam gave apples solely to Sue, but it doesn't mention any distribution to Tom. Therefore, S2 is independent of S1.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,0,Sam only gave Bill grapes.,Sam didn't give Bill oranges.,"if Sam only gave Bill grapes, then it directly follows that he didn't give Bill any other fruit, including oranges.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Bill bananas.,"if Sam only gave Bill apples, it logically follows that he did not give Bill any other fruit, including bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue apples.,Sam didn't give Sue bananas.,"if Sam only gave Sue apples, it implies that he did not give her any other type of fruit, including bananas.",0.0,0.0,1,NEG,2,f7,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,0,Sam only gave Ellen oranges.,Sam didn't give Tom oranges.,"S1 restricts the giving of oranges to Ellen but doesn't specify any action or restriction involving Tom. Therefore, S2 is independent of S1.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave Tom apples.,Sam didn't give Mary apples.,"if Sam only gave Tom apples, then it entails that Mary did not receive apples from Sam.",0.0,0.0,1,NEG,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave Tom apples.,Sam also gave Bill apples.,"if Sam only gave Tom apples, he could not have given apples to Bill. Therefore, S2 contradicts S1.",0.0,0.0,2,POS,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave Sue bananas.,Sam didn't give Tom bananas.,"if Sam only gave bananas to Sue, it necessarily follows that Tom did not receive any bananas from Sam.",0.0,0.0,2,NEG,1,f7,baseline,openai,gpt-4o,20260519_142234,,,
