example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"“only gave Ellen bananas” means the only thing he gave Ellen was bananas, so he didn’t give her grapes.",0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20260519_151419,,,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary oranges.,"if the only thing he gave Mary was apples, then he did not give her oranges.",0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20260519_151419,,,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,0,Sam only gave Tom bananas.,Sam also gave Tom apples.,“only gave Tom bananas” rules out giving Tom apples.,0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20260519_151419,,,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary grapes.,giving Mary only apples implies he didn’t give her grapes.,0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20260519_151419,,,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave Mary oranges.,Sam didn't give Mary apples.,giving Mary only oranges implies he didn’t give her apples.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20260519_151419,,,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave Rob apples.,Sam also gave Mary apples.,"S1 restricts what Rob received, not what Mary received.",0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20260519_151419,,,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,0,Sam only gave Rob apples.,Sam also gave Tom apples.,"S1 restricts what Rob received, not what Tom received.",0.0,0.0,1,POS,1,f9,baseline,openai,gpt-5,20260519_151419,,,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob bananas.,giving Rob only oranges implies he didn’t give him bananas.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20260519_151419,,,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave Bill grapes.,Sam also gave Rob grapes.,"S1 restricts what Bill received, not what Rob received.",0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20260519_151419,,,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave Rob grapes.,Sam also gave Rob bananas.,“only gave Rob grapes” rules out also giving Rob bananas.,0.0,0.0,2,POS,2,f9,baseline,openai,gpt-5,20260519_151419,,,
