example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,0,C,0,Sam only gave Bill grapes.,Sam also gave Bill apples.,"""only"" implies exclusivity, meaning Sam did not give Bill anything other than grapes.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Rob apples.,Sam also gave Rob bananas.,"""only"" implies exclusivity, meaning Sam did not give Rob anything other than apples.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave Rob grapes.,Sam also gave Rob bananas.,"""only"" implies exclusivity, meaning Sam did not give Rob anything other than grapes.",0.0,0.0,1,POS,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,1,B,0,Sam only gave Rob oranges.,Sam didn't give Ellen oranges.,S1 doesn't mention Ellen at all; it only states what Rob received.,0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,1,B,0,Sam only gave Sue apples.,Sam didn't give Rob apples.,"S1 is about what Sue received, not about what Rob received.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,1,B,0,Sam only gave Tom apples.,Sam didn't give Bill apples.,"S1 is about what Tom received, not about what Bill received.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,1,B,0,Sam only gave Tom bananas.,Sam didn't give Sue bananas.,"S1 is about what Tom received, not about what Sue received.",0.0,0.0,2,NEG,1,f12,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,0,Sam only gave Sue apples.,Sam didn't give Sue oranges.,"""only"" implies that Sue only received apples, so she did not receive oranges.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,0,Sam only gave Sue bananas.,Sam didn't give Sue oranges.,"""only"" implies that Sue only received bananas, so she did not receive oranges.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue bananas.,"""only"" implies that Sue only received oranges, so she did not receive bananas.",0.0,0.0,2,NEG,2,f12,baseline,openai,gpt-4o,20260519_142234,,,
