example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,,,,"S1 states that Sam only gave Bill bananas, implying he gave Bill nothing else. S2 states that Sam also gave Bill grapes, which contradicts the ""only"" condition in S1.",,,2,POS,2,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,,,,"S1 states that Sam only gave Mary apples, implying he gave apples to no one else. S2 states that Sam also gave Ellen apples, which contradicts the ""only"" condition in S1.",,,1,POS,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,,,,"S1 states that Sam only gave Sue apples, meaning Sue received no other fruit from Sam. This does not restrict what Sam gave to other people. S2 states that Sam also gave Tom apples, which is independent of what Sam gave to Sue.",,,2,POS,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,1,B,,,,"S1 states that Sam only gave Bill grapes, meaning Sam gave grapes to no one else. This does not restrict what other fruits Sam might have given or not given to Bill. S2 states that Sam didn't give Bill oranges, which is consistent with S1 but not entailed or contradicted by it.",,,1,NEG,2,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,1,B,,,,"S1 states that Sam only gave Bill apples, meaning Sam gave apples to no one else. This does not restrict what other fruits Sam might have given or not given to Bill. S2 states that Sam didn't give Bill bananas, which is consistent with S1 but not entailed or contradicted by it.",,,1,NEG,2,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,1,B,,,,"S1 states that Sam only gave Sue apples, meaning Sam gave apples to no one else. This does not restrict what other fruits Sam might have given or not given to Sue. S2 states that Sam didn't give Sue bananas, which is consistent with S1 but not entailed or contradicted by it.",,,1,NEG,2,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 states that Sam only gave Ellen oranges, implying he gave oranges to no one else. If Sam gave oranges to no one else, then it must be true that Sam didn't give Tom oranges.",,,1,NEG,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,,,,"S1 states that Sam only gave Tom apples, implying he gave apples to no one else. If Sam gave apples to no one else, then it must be true that Sam didn't give Mary apples.",,,1,NEG,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,,,,"S1 states that Sam only gave Tom apples, meaning Tom received no other fruit from Sam. This does not restrict what Sam gave to other people. S2 states that Sam also gave Bill apples, which is independent of what Sam gave to Tom.",,,2,POS,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,,,,"S1 states that Sam only gave Sue bananas, meaning Sue received no other fruit from Sam. This does not restrict what Sam gave to other people. S2 states that Sam didn't give Tom bananas, which is independent of what Sam gave to Sue.",,,2,NEG,1,f7,audio,gemini,gemini-2.5-flash,20260428_143340,,
