example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,0,Sam only gave Rob apples.,Sam didn't give Sue apples.,"if Sam only gave Rob apples, it implies that Sam gave apples to Rob and not to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,baseline,openai,gpt-4o,20260519_142234,,,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave Sue grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, Sam giving Sue oranges contradicts the statement that Sue only received grapes.",0.0,0.0,1,POS,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, it entails that Sue didn't receive any other fruits, including bananas.",0.0,0.0,1,NEG,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Mary grapes.,Sam also gave Ellen grapes.,"if Sam only gave Mary grapes, Sam giving grapes to Ellen contradicts the statement that only Mary received grapes.",0.0,0.0,2,POS,1,f6,baseline,openai,gpt-4o,20260519_142234,,,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave Rob oranges.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, Sam giving Rob bananas contradicts the statement that Rob only received oranges.",0.0,0.0,2,POS,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue bananas.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, it entails that she didn't receive any other fruits, including grapes.",0.0,0.0,2,NEG,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave Tom grapes.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, it entails that Tom didn't receive any other fruits, including apples.",0.0,0.0,2,NEG,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,0,Sam only gave Tom bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, it entails that Tom didn't receive any other fruits, including grapes.",0.0,0.0,1,NEG,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave Rob apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, Sam giving Rob grapes contradicts the statement that Rob only received apples.",0.0,0.0,2,POS,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,Sam only gave Ellen grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, Sam giving Ellen oranges contradicts the statement that Ellen only received grapes.",0.0,0.0,1,POS,2,f6,baseline,openai,gpt-4o,20260519_142234,,,
